Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2015,,,,,,,,,,,,,-1.85,,0.41
12M 2016,137.66,14.26,113.07,38.85,2.65,1.68,25.6,17.78,3.23,2.54,0.52,0.35,1.4,1.4,1.71
12M 2017,248.5,38.6,136.63,150.47,1.47,0.98,9.45,9.56,2.8,2.42,0.5,0.46,1.78,1.78,1.52
12M 2018,248.23,91.54,110.41,229.36,1.47,1.99,3.99,2.39,2.03,1.95,0.53,0.51,2.75,2.75,1.4
12M 2019,165.13,116.36,94.48,187.01,2.21,2.64,3.14,3.63,1.43,1.35,0.48,0.47,2.01,2.01,1.62
12M 2020,320.1,201.46,408.55,113.01,1.14,1.17,1.81,1.17,0.44,0.44,0.18,0.19,-0.66,-0.66,0.55
12M 2021,361.28,265.06,1097.39,-471.05,1.01,0.81,1.38,1.38,0.4,0.49,0.18,0.16,-0.25,-0.25,0.44
12M 2022,193.68,97.73,655.62,-364.21,1.88,2.09,3.73,4.19,0.66,0.55,0.32,0.33,-0.48,-0.48,0.34
12M 2023,175.19,72.76,555.1,-307.15,2.08,2.06,5.02,5.8,0.46,0.49,0.29,0.31,-1.54,-1.54,0.63
12M 2024,94.24,51.83,276.58,-130.51,3.87,3.51,7.04,7.44,0.79,0.86,0.49,0.53,-1.68,-1.68,0.53
