Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2010,(122 B),(112 B),(234 B),-46.85
12M 2011,316 B,(257 B),59 B,10.03
12M 2012,(472 B),(346 B),(818 B),-139.08
12M 2013,201 B,(108 B),93 B,15.88
12M 2014,97 B,(74 B),23 B,3.94
12M 2015,(114 B),(35 B),(149 B),-25.37
12M 2016,672 B,(25 B),647 B,109.94
12M 2017,"2,137 B",(129 B),"2,007 B",341.26
12M 2018,"1,153 B",(256 B),897 B,152.45
12M 2019,"1,465 B",(285 B),"1,180 B",200.62
12M 2020,"2,045 B",(84 B),"1,961 B",333.32
12M 2021,"5,332 B",(98 B),"5,234 B",889.80
12M 2022,"10,911 B",(154 B),"10,757 B",1828.75
12M 2023,"6,033 B",(555 B),"5,478 B",931.26
12M 2024,"9,238 B",(300 B),"8,938 B",1519.52
