Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2010,2.29,2.08,0.67,2.08,0.0,0.0,0.2,0.32,1.02
12M 2011,5.42,5.21,0.01,1.17,0.0,0.0,-0.66,0.01,0.17
12M 2012,3.55,3.34,0.0,1.19,0.0,0.0,-0.33,0.0,0.19
12M 2013,1.83,1.69,0.02,1.36,0.0,0.0,-0.24,0.01,0.36
12M 2014,2.21,2.05,0.02,1.28,0.0,0.0,-0.24,0.02,0.27
12M 2015,2.79,2.56,0.21,1.5,0.0,0.0,0.04,0.14,0.49
12M 2016,3.77,3.62,0.19,1.43,0.0,0.0,-0.03,0.13,0.43
12M 2017,1.68,1.62,0.22,2.03,0.0,0.0,-0.38,0.11,1.03
12M 2018,1.32,1.24,0.38,2.23,0.0,0.0,0.13,0.17,1.22
12M 2019,1.32,1.24,0.38,2.19,0.0,0.0,0.0,0.17,1.19
12M 2020,1.23,1.18,0.43,2.35,0.0,0.0,-0.15,0.18,1.34
12M 2021,1.02,0.95,0.36,2.63,0.0,0.0,-0.25,0.14,1.63
12M 2022,1.53,1.44,0.24,2.05,0.0,0.0,-0.36,0.12,1.03
12M 2023,1.37,1.3,0.39,2.01,0.0,0.0,-0.1,0.19,0.99
12M 2024,1.35,1.31,0.43,1.9,0.0,0.0,-0.07,0.23,0.89
