Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2007,2.41,1.25,0.09,1.29,0.0,0.0,0.08,0.07,0.29
12M 2008,2.28,1.4,0.2,1.34,0.0,0.0,0.15,0.15,0.34
12M 2009,2.02,1.24,0.24,1.39,0.0,0.0,0.23,0.18,0.39
12M 2010,1.92,1.09,0.49,1.67,0.0,0.0,0.46,0.29,0.67
12M 2011,1.39,0.77,0.85,2.12,0.0,0.0,0.81,0.4,1.1
12M 2012,1.16,0.7,1.23,2.62,0.0,0.0,1.16,0.47,1.61
12M 2013,1.15,0.73,1.21,2.49,0.0,0.0,1.15,0.49,1.48
12M 2014,1.43,0.97,0.95,2.21,0.0,0.0,0.83,0.43,1.19
12M 2015,1.09,0.74,1.48,3.06,0.0,0.0,1.4,0.48,2.06
12M 2016,1.39,0.98,0.92,2.25,0.0,0.0,0.57,0.41,1.25
12M 2017,1.09,0.72,1.28,2.83,0.0,0.0,0.97,0.45,1.83
12M 2018,1.1,0.72,1.09,2.6,0.0,0.0,0.86,0.42,1.6
12M 2019,1.18,1.18,0.96,2.7,0.0,0.0,0.62,0.35,1.7
12M 2020,1.08,1.08,0.75,2.79,0.0,0.0,0.51,0.27,1.79
12M 2021,1.01,0.58,0.94,3.05,0.0,0.0,0.81,0.31,2.05
12M 2022,0.87,0.5,1.63,4.28,0.0,0.0,1.24,0.38,3.28
12M 2023,1.09,0.7,0.86,2.75,0.0,0.0,0.65,0.31,1.75
12M 2024,1.02,0.7,0.85,2.59,0.0,0.0,0.51,0.33,1.59
