Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.26,1.16,1.89,6.55,0.0,0.0,1.45,0.29,5.55
12M 2009,1.3,0.88,1.91,7.53,0.0,0.0,1.1,0.25,6.53
12M 2010,1.4,1.0,0.93,4.31,0.0,0.0,0.17,0.22,3.31
12M 2011,1.3,0.99,0.98,4.86,0.0,0.0,0.06,0.2,3.86
12M 2012,1.36,1.1,1.08,5.16,0.0,0.0,0.3,0.21,4.16
12M 2013,1.36,1.15,1.1,6.26,0.0,0.0,-0.11,0.18,5.26
12M 2014,1.38,1.12,0.99,6.12,0.0,0.0,-0.02,0.16,5.12
12M 2015,1.39,1.16,0.75,4.37,0.0,0.0,0.06,0.17,3.2
12M 2016,1.53,1.37,0.63,3.19,0.0,0.0,-0.3,0.2,2.09
12M 2017,1.44,1.33,0.74,3.65,0.0,0.0,-0.08,0.2,2.4
12M 2018,1.42,1.24,0.97,4.12,0.0,0.0,0.29,0.23,2.84
12M 2019,1.37,1.16,1.22,4.4,0.0,0.0,0.55,0.28,3.11
12M 2020,1.21,0.87,1.54,5.03,0.0,0.0,0.83,0.31,3.71
12M 2021,1.12,0.76,1.73,5.12,0.0,0.0,1.12,0.34,3.8
12M 2022,1.21,0.83,1.68,5.17,0.0,0.0,1.19,0.33,3.84
12M 2023,1.14,0.75,1.55,4.82,0.0,0.0,1.19,0.32,3.53
12M 2024,1.29,0.84,1.68,4.67,0.0,0.0,1.33,0.36,3.41
