Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,,,,,,,,7.15,,1.26
12M 2009,62.17,69.91,158.5,-26.42,5.87,6.04,5.22,3.06,51.99,52.84,1.22,1.06,4.57,4.57,1.3
12M 2010,61.56,127.57,207.95,-18.82,5.93,5.33,2.86,2.69,56.43,54.44,0.92,0.85,2.93,2.93,1.4
12M 2011,52.61,102.24,193.13,-38.28,6.94,5.83,3.57,3.45,81.4,82.15,1.01,0.97,4.04,4.04,1.3
12M 2012,53.24,80.46,196.74,-63.04,6.86,5.95,4.54,4.29,107.6,109.3,1.03,0.96,3.71,3.71,1.36
12M 2013,47.74,58.76,185.33,-78.83,7.65,6.94,6.21,5.69,108.6,76.35,1.11,0.98,3.73,3.73,1.36
12M 2014,58.89,72.83,223.16,-91.44,6.2,5.48,5.01,4.83,39.11,26.54,0.92,0.91,3.35,3.35,1.38
12M 2015,67.1,75.76,222.84,-79.98,5.44,4.69,4.82,4.84,8.16,7.49,0.84,0.81,3.29,3.29,1.39
12M 2016,85.42,67.17,236.22,-83.63,4.27,3.46,5.43,5.32,4.59,4.3,0.65,0.61,1.94,1.94,1.53
12M 2017,95.79,50.76,247.42,-100.87,3.81,3.31,7.19,6.95,4.31,3.75,0.59,0.56,2.34,2.34,1.44
12M 2018,122.02,59.89,288.28,-106.37,2.99,2.41,6.09,5.05,4.05,3.36,0.53,0.5,2.28,2.28,1.42
12M 2019,155.51,94.79,351.08,-100.78,2.35,2.25,3.85,3.35,3.52,3.28,0.44,0.43,2.2,2.2,1.37
12M 2020,183.74,211.97,490.26,-94.55,1.99,2.98,1.72,1.4,2.18,2.17,0.28,0.29,2.67,2.67,1.21
12M 2021,115.35,255.69,395.21,-24.17,3.16,2.65,1.43,1.54,2.64,2.65,0.31,0.3,4.67,4.67,1.12
12M 2022,107.5,236.91,351.07,-6.66,3.4,3.27,1.54,1.56,3.56,3.64,0.33,0.33,3.36,3.36,1.21
12M 2023,118.29,233.23,296.99,54.53,3.09,2.63,1.56,1.52,4.15,4.58,0.32,0.32,4.93,4.93,1.14
12M 2024,110.51,216.94,225.35,102.1,3.3,3.04,1.68,1.7,5.86,6.56,0.35,0.35,3.04,3.04,1.29
