Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2013,1.06,0.51,1.9,4.19,0.0,0.0,1.86,0.45,3.19
12M 2014,1.02,0.46,3.71,5.01,0.0,0.0,3.63,0.74,4.01
12M 2015,0.9,0.42,0.86,3.87,0.0,0.0,0.81,0.22,2.87
12M 2016,0.85,0.35,1.6,5.33,0.0,0.0,1.48,0.3,4.33
12M 2017,0.97,0.41,1.85,6.27,0.0,0.0,1.71,0.29,5.27
12M 2018,0.99,0.34,4.0,8.5,0.0,0.0,3.78,0.47,7.5
12M 2019,0.74,0.23,422.87,787.93,0.0,0.0,419.25,0.54,786.93
12M 2020,0.65,0.2,-2.2,-5.3,-0.0,0.0,-2.16,0.42,-6.3
12M 2021,1.41,0.67,0.8,2.55,0.0,0.0,0.62,0.31,1.55
12M 2022,1.27,0.34,0.6,2.19,0.0,0.0,0.59,0.28,1.19
12M 2023,0.87,0.3,0.52,2.5,0.0,0.0,0.5,0.21,1.5
12M 2024,0.49,0.05,0.12,3.56,0.0,0.0,0.12,0.03,2.56
