Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,2.35,1.32,0.26,1.85,0.0,0.0,0.1,0.14,0.7
12M 2009,1.58,0.95,0.67,2.5,0.0,0.0,0.51,0.27,1.25
12M 2010,2.56,1.84,0.57,2.13,0.0,0.0,0.46,0.27,0.82
12M 2011,1.31,0.89,0.6,2.12,0.0,0.0,0.53,0.28,0.82
12M 2012,0.86,0.48,0.53,2.09,0.0,0.0,0.49,0.25,0.83
12M 2013,0.63,0.39,0.5,1.73,0.0,0.0,0.48,0.29,0.72
12M 2014,0.92,0.57,0.57,1.93,0.0,0.0,0.55,0.3,0.92
12M 2015,0.77,0.48,0.75,2.24,0.0,0.0,0.73,0.33,1.22
12M 2016,1.04,0.78,0.93,2.32,0.0,0.0,0.92,0.4,1.26
12M 2017,0.95,0.72,1.02,2.46,0.0,0.0,1.01,0.42,1.38
12M 2018,2.0,1.41,0.21,1.65,0.0,0.0,0.2,0.13,0.48
12M 2019,1.66,1.09,0.21,1.63,0.0,0.0,0.2,0.13,0.47
12M 2020,1.09,0.56,0.21,1.63,0.0,0.0,0.2,0.13,0.47
12M 2021,1.03,0.53,0.21,1.66,0.0,0.0,0.19,0.13,0.5
12M 2022,1.26,0.66,0.11,1.48,0.0,0.0,0.09,0.08,0.4
12M 2023,1.21,0.7,0.12,1.54,0.0,0.0,0.1,0.08,0.45
12M 2024,0.89,0.31,0.19,1.57,0.0,0.0,0.17,0.12,0.49
