Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,19.92 B,13.88,5.55,1.46,,3.32%,6.13%,7.04%,
12M 2009,19.92 B,8.08,25.37,3.86,,1.39%,3.47%,2.18%,
12M 2010,39.92 B,5.27,29.79,4.58,,1.23%,2.62%,2.03%,4.51
12M 2011,39.92 B,-0.48,-247.92,2.35,,-0.11%,-0.23%,1.64%,1.60
12M 2012,43.52 B,-27.62,-1.96,0.80,,-7.89%,-16.45%,6.49%,1.66
12M 2013,43.52 B,-5.31,-9.42,0.65,,-1.88%,-3.26%,12.52%,1.59
12M 2014,43.52 B,10.75,4.65,1.38,,3.23%,6.23%,2.15%,0.31
12M 2015,43.52 B,-16.69,-3.00,1.56,,-4.94%,-11.05%,0.39%,0.08
12M 2016,43.52 B,-12.59,-3.97,1.29,,-3.90%,-9.03%,0.21%,0.02
12M 2017,43.52 B,-6.24,-8.01,1.76,,-1.93%,-4.74%,0.25%,0.05
12M 2018,43.52 B,63.22,0.79,1.98,124.57 B,20.22%,33.42%,-0.97%,-0.57
12M 2019,43.52 B,-16.44,-3.04,2.23,126.60 B,-5.80%,-9.47%,-1.62%,-1.00
12M 2020,43.52 B,-5.53,-9.04,3.53,(68.15 B),-2.04%,-3.31%,-1.90%,-1.41
12M 2021,43.52 B,-4.64,-10.78,2.77,(19.83 B),-1.73%,-2.86%,-1.46%,-1.09
12M 2022,43.52 B,-5.64,-8.87,2.12,46.85 B,-2.47%,-3.67%,-0.41%,-0.33
12M 2023,43.52 B,-24.80,-2.02,1.71,167.55 B,-12.49%,-19.18%,1.30%,1.26
12M 2024,43.52 B,-1.57,-7.64,0.43,172.89 B,-0.78%,-1.23%,1.38%,0.99
