Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.32,1.0,0.71,2.44,0.0,0.0,0.45,0.29,1.21
12M 2009,1.37,1.1,0.55,2.23,0.0,0.0,0.33,0.25,1.0
12M 2010,1.26,0.97,0.64,2.29,0.0,0.0,0.5,0.28,1.1
12M 2011,1.36,1.12,0.74,2.54,0.0,0.0,0.53,0.29,1.29
12M 2012,1.4,1.12,0.8,2.56,0.0,0.0,0.64,0.31,1.3
12M 2013,1.24,1.04,0.77,2.55,0.0,0.0,0.55,0.3,1.28
12M 2014,1.32,1.09,0.73,2.47,0.0,0.0,0.51,0.3,1.21
12M 2015,1.38,1.14,0.69,2.41,0.0,0.0,0.43,0.29,1.17
12M 2016,1.24,1.04,0.63,2.34,0.0,0.0,0.37,0.27,1.09
12M 2017,0.0,1.03,0.61,2.39,0.0,0.0,0.35,0.25,1.13
12M 2018,1.15,0.92,0.63,2.52,0.0,0.0,0.44,0.25,1.24
12M 2019,1.29,1.05,0.62,2.38,0.0,0.0,0.46,0.26,1.12
12M 2020,1.54,1.33,0.51,2.17,0.0,0.0,0.21,0.24,0.92
12M 2021,1.54,1.33,0.42,2.13,0.0,0.0,0.05,0.2,0.88
12M 2022,0.0,1.24,0.37,2.15,0.0,0.0,0.05,0.17,0.88
12M 2023,1.33,1.02,0.47,2.24,0.0,0.0,0.26,0.21,0.98
12M 2024,1.35,1.06,0.47,2.21,0.0,0.0,0.24,0.21,0.93
