Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2015,,,,,,,,,,,,,5.51,,1.05
12M 2016,34.52,351.97,138.39,248.1,10.57,11.31,1.04,1.09,0.16,0.16,0.09,0.09,0.39,0.39,2.45
12M 2017,32.36,362.75,159.95,235.16,11.28,10.97,1.01,1.13,0.15,0.15,0.08,0.08,0.43,0.43,2.05
12M 2018,35.7,374.07,204.44,205.33,10.22,8.63,0.98,0.99,0.14,0.14,0.07,0.07,0.26,0.26,4.11
12M 2019,28.29,373.82,161.43,240.68,12.9,12.68,0.98,0.97,0.14,0.14,0.08,0.08,0.39,0.39,3.02
12M 2020,38.6,642.03,237.44,443.19,9.45,13.04,0.57,0.57,0.04,0.04,0.03,0.03,0.15,0.15,2.58
12M 2021,19.61,624.96,208.89,435.68,18.61,10.62,0.58,0.59,0.04,0.05,0.03,0.03,0.16,0.16,2.16
12M 2022,7.28,458.12,97.72,367.68,50.12,31.98,0.8,0.78,0.16,0.16,0.08,0.08,0.26,0.26,3.48
12M 2023,10.82,1148.33,127.43,1031.72,33.74,21.62,0.32,0.32,0.35,0.39,0.09,0.09,0.22,0.22,3.62
12M 2024,16.17,1040.82,95.65,961.34,22.58,17.31,0.35,0.33,0.42,0.42,0.1,0.11,8.54,8.54,1.12
