Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2015,19.28 B,-13.21,-0.00,0.00,,-5.90%,-13.19%,-0.51%,-0.06
12M 2016,22.58 B,-2.53,-156.52,25.18,,-1.43%,-2.49%,0.15%,0.05
12M 2017,22.58 B,0.38,350.00,9.08,,0.22%,0.37%,0.97%,0.52
12M 2018,22.58 B,-0.72,-69.44,3.91,96.49 B,-0.42%,-0.71%,1.18%,0.72
12M 2019,22.58 B,-4.92,-10.16,3.97,68.18 B,-3.26%,-5.14%,0.33%,0.21
12M 2020,22.58 B,-4.93,-10.14,12.80,(10.53 B),-3.35%,-5.44%,-2.23%,-2.18
12M 2021,22.58 B,-4.49,-11.14,13.01,(5.44 B),-3.33%,-5.21%,-2.22%,-3.07
12M 2022,22.58 B,-33.58,-1.49,5.88,34.52 B,-44.33%,-63.76%,-0.90%,-0.69
12M 2023,22.58 B,-1.84,-27.17,7.30,51.23 B,-2.56%,-3.65%,2.41%,2.12
12M 2024,22.58 B,-1.18,-5.08,0.82,40.27 B,-1.73%,-2.40%,1.68%,1.47
