Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,3.79,3.28,0.01,1.34,0.0,0.0,-0.55,0.01,0.34
12M 2009,4.7,4.19,0.01,1.29,0.0,0.0,-0.65,0.01,0.27
12M 2010,6.33,5.4,0.01,1.23,0.0,0.0,-0.42,0.01,0.2
12M 2011,6.01,5.13,0.0,1.26,0.0,0.0,-0.44,0.0,0.22
12M 2012,5.26,4.38,0.0,1.27,0.0,0.0,-0.49,0.0,0.25
12M 2013,4.71,3.63,0.0,1.3,0.0,0.0,-0.65,0.0,0.29
12M 2014,4.47,3.46,0.0,1.31,0.0,0.0,-0.54,0.0,0.3
12M 2015,6.42,5.13,0.0,1.23,0.0,0.0,-0.58,0.0,0.22
12M 2016,7.6,6.27,0.0,1.19,0.0,0.0,-0.65,0.0,0.18
12M 2017,8.64,7.36,0.0,1.18,0.0,0.0,-0.74,0.0,0.17
12M 2018,7.2,6.13,0.0,1.19,0.0,0.0,-0.75,0.0,0.19
12M 2019,8.05,6.76,0.0,1.18,0.0,0.0,-0.7,0.0,0.18
12M 2020,7.5,6.24,0.0,1.21,0.0,0.0,-0.69,0.0,0.2
12M 2021,2172.55,1851.83,33.54,93480.15,0.0,0.0,-58023.57,0.0,38.61
12M 2022,4.56,3.8,0.0,1.31,0.0,0.0,-0.75,0.0,0.31
12M 2023,4.89,4.01,0.0,1.3,0.0,0.0,-0.66,0.0,0.29
12M 2024,4.64,3.81,0.0,1.32,0.0,0.0,-0.66,0.0,0.32
