Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.02 B,5346.56,3.74,0.48,,12.26%,16.47%,36.07%,
12M 2009,0.02 B,8228.08,7.54,1.34,,17.33%,22.32%,27.12%,
12M 2010,0.02 B,9121.63,13.16,3.51,,20.61%,25.29%,28.66%,
12M 2011,0.02 B,9060.34,12.31,3.17,,20.84%,26.16%,31.53%,
12M 2012,0.02 B,12996.85,19.62,5.67,,27.92%,35.48%,45.38%,
12M 2013,0.02 B,16514.56,23.01,7.02,,30.50%,39.65%,50.46%,
12M 2014,0.02 B,17621.38,22.13,7.10,,28.45%,37.28%,47.33%,
12M 2015,0.80 B,237.90,21.86,5.95,,18.34%,22.50%,26.64%,
12M 2016,0.80 B,316.90,15.78,5.17,,21.18%,25.16%,30.03%,
12M 2017,0.80 B,349.39,13.14,4.73,,20.86%,24.53%,29.33%,
12M 2018,0.80 B,422.24,13.03,4.93,413.11 B,22.19%,26.41%,31.32%,
12M 2019,0.80 B,397.05,17.13,6.58,378.91 B,22.29%,26.28%,27.87%,
12M 2020,0.80 B,154.92,28.40,6.45,148.31 B,10.12%,12.20%,11.27%,
12M 2021,0.80 B,234.87,15.92,4.40,242.44 B,14.37%,1343211.64%,18.91%,
12M 2022,0.80 B,287.53,13.32,3.94,285.66 B,17.61%,23.08%,22.86%,
12M 2023,0.80 B,248.66,14.20,3.84,236.43 B,16.48%,21.39%,21.59%,
12M 2024,0.80 B,177.70,12.10,2.66,170.60 B,12.72%,16.82%,16.17%,
