Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,6.05,,5.08,,5.37,,1.02,1.68,1.68,3.79
12M 2009,57.94,63.79,24.53,97.2,6.3,7.36,5.72,6.24,6.07,6.16,1.02,1.01,1.53,1.53,4.7
12M 2010,97.52,145.38,49.12,193.78,3.74,3.39,2.51,2.29,4.7,4.79,0.75,0.76,1.15,1.15,6.33
12M 2011,115.56,178.95,62.68,231.83,3.16,3.24,2.04,1.92,5.32,5.62,0.8,0.84,1.17,1.17,6.01
12M 2012,82.32,171.65,51.22,202.75,4.43,4.97,2.13,1.96,7.45,7.53,1.0,1.02,1.41,1.41,5.26
12M 2013,56.21,193.66,49.79,200.08,6.49,8.32,1.88,1.92,9.21,9.37,1.08,1.07,1.47,1.47,4.71
12M 2014,68.88,254.52,53.85,269.55,5.3,4.78,1.43,1.31,8.51,7.97,0.95,0.94,1.33,1.33,4.47
12M 2015,94.6,293.11,60.18,327.53,3.86,4.75,1.25,1.24,6.39,6.59,0.69,0.7,0.92,0.92,6.42
12M 2016,69.87,284.59,57.5,296.96,5.22,4.86,1.28,1.19,7.69,7.98,0.69,0.67,0.85,0.85,7.6
12M 2017,69.13,326.04,57.92,337.25,5.28,5.52,1.12,1.11,8.35,8.64,0.61,0.6,0.73,0.73,8.64
12M 2018,61.95,290.12,67.28,284.79,5.89,6.24,1.26,1.22,9.91,9.93,0.62,0.61,0.75,0.75,7.2
12M 2019,78.15,326.97,68.13,336.99,4.67,4.01,1.12,1.08,9.43,9.64,0.56,0.6,0.73,0.73,8.05
12M 2020,99.83,400.72,68.88,431.67,3.66,5.31,0.91,0.93,6.65,6.83,0.41,0.45,0.57,0.57,7.5
12M 2021,51.11,320.46,31.91,339.66,7.14,7.16,1.14,1.13,8.34,8.05,0.54,0.53,0.58,0.58,2172.55
12M 2022,48.09,284.48,34.56,298.01,7.59,6.82,1.28,1.18,9.29,9.84,0.6,0.61,0.86,0.86,4.56
12M 2023,66.95,313.55,68.61,311.89,5.45,5.27,1.16,1.1,8.79,9.03,0.59,0.62,0.87,0.87,4.89
12M 2024,83.06,332.92,65.77,350.21,4.39,4.5,1.1,1.13,7.48,7.74,0.56,0.58,0.86,0.86,4.64
