Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.24
12M 2012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.35
12M 2013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.7
12M 2014,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.79
12M 2015,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.17
12M 2016,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.37
12M 2017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.47
12M 2018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.26
12M 2019,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.57
12M 2020,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.63
12M 2021,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.27
12M 2022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.9
12M 2023,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.25
12M 2024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.89
