Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2012,0.00 B,367260.27,0.00,0.00,,1.73%,7.55%,3.13%,
12M 2013,5.00 B,4.27,0.00,0.00,,0.53%,4.06%,0.94%,
12M 2014,9.82 B,7.22,24.93,3.36,,1.14%,6.61%,1.90%,
12M 2015,9.87 B,5.43,46.04,3.47,,0.75%,4.64%,1.17%,
12M 2016,9.92 B,1.97,60.91,1.72,,0.22%,1.64%,0.35%,
12M 2017,10.20 B,-95.03,-0.68,0.84,,-11.23%,-353.34%,-11.07%,
12M 2018,23.96 B,0.87,57.47,2.00,17.07 B,0.24%,1.25%,0.05%,
12M 2019,23.96 B,0.55,90.91,1.81,28.90 B,0.12%,0.78%,0.19%,
12M 2020,38.81 B,,0.00,4.51,23.78 B,0.00%,0.00%,0.05%,
12M 2021,38.81 B,-21.08,-4.03,4.52,(800.73 B),-5.67%,-35.54%,-6.37%,
12M 2022,38.81 B,6.45,9.77,2.59,269.09 B,1.69%,10.00%,1.74%,
12M 2023,38.81 B,6.30,8.57,1.87,255.44 B,1.41%,8.83%,1.48%,
12M 2024,38.81 B,2.28,21.93,1.67,127.65 B,0.53%,3.11%,0.61%,
