Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2011,0.00,4499967.19,0.00,4499967.19,,,,,
12M 2012,0.00,4867227.46,0.00,4854799.75,,,,,
12M 2013,0.00,105.20,0.00,104.74,,,,,
12M 2014,1.65,109.19,1.65,109.02,,,,,
12M 2015,2.14,117.04,2.14,116.75,,,,,
12M 2016,1.00,119.76,1.00,119.46,,,,,
12M 2017,2.42,26.89,2.79,23.33,,,,,
12M 2018,0.72,69.64,0.72,69.16,,,,,
12M 2019,0.71,70.73,0.71,70.45,,,,,
12M 2020,1.03,80.27,1.03,80.20,,,,,
12M 2021,1.43,59.31,1.43,59.30,,,,,
12M 2022,0.98,64.55,0.98,64.35,,,,,
12M 2023,0.76,71.40,0.76,70.85,,,,,
12M 2024,0.68,73.49,0.69,72.93,,,,,
