Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,5.03 B,266.71,4.05,0.60,,23.20%,35.13%,100.69%,51.54
12M 2009,5.03 B,62.34,32.10,1.31,,6.46%,9.15%,17.55%,13.10
12M 2010,5.03 B,188.35,14.60,1.66,,16.12%,22.56%,31.39%,84.11
12M 2011,5.03 B,178.18,9.38,0.96,,13.65%,19.51%,27.35%,52.90
12M 2012,5.03 B,85.75,17.96,0.99,,7.07%,9.47%,13.28%,22.54
12M 2013,5.03 B,102.34,15.63,1.38,,6.53%,10.53%,15.66%,23.80
12M 2014,7.45 B,85.66,14.36,1.24,,6.54%,11.38%,15.84%,8.27
12M 2015,7.45 B,13.64,37.02,0.55,,1.09%,1.89%,1.30%,0.63
12M 2016,7.45 B,33.81,31.80,1.15,,2.64%,4.45%,7.80%,4.21
12M 2017,7.45 B,67.46,11.49,0.63,,4.23%,8.29%,9.77%,3.65
12M 2018,7.45 B,71.34,10.58,0.51,"1,343.17 B",3.51%,8.15%,8.58%,2.45
12M 2019,7.45 B,-82.08,-10.05,0.32,771.73 B,-3.00%,-11.63%,-0.88%,-0.10
12M 2020,7.45 B,-45.73,-32.47,0.73,"1,047.44 B",-2.35%,-6.89%,2.55%,0.36
12M 2021,7.45 B,174.92,8.32,0.74,"3,074.17 B",8.87%,20.65%,25.36%,6.57
12M 2022,7.45 B,139.84,8.37,0.70,"2,139.58 B",7.97%,14.79%,14.38%,6.77
12M 2023,7.45 B,-60.38,-10.68,0.57,416.07 B,-3.50%,-7.20%,-5.43%,-2.56
12M 2024,7.45 B,159.33,6.72,0.73,"2,658.78 B",9.27%,15.93%,18.52%,8.54
