Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,2.62,0.69,0.1,1.51,0.0,0.0,-0.02,0.06,0.51
12M 2009,2.94,1.21,0.11,1.42,0.0,0.0,-0.04,0.08,0.42
12M 2010,3.24,1.82,0.1,1.4,0.0,0.0,-0.1,0.07,0.4
12M 2011,3.26,1.54,0.14,1.43,0.0,0.0,-0.0,0.1,0.43
12M 2012,4.09,2.41,0.06,1.34,0.0,0.0,-0.09,0.04,0.34
12M 2013,2.2,1.19,0.08,1.61,0.0,0.0,-0.04,0.05,0.61
12M 2014,1.87,0.9,0.15,1.74,0.0,0.0,0.09,0.09,0.74
12M 2015,1.82,0.78,0.11,1.73,0.0,0.0,0.02,0.06,0.73
12M 2016,1.71,0.96,0.12,1.69,0.0,0.0,0.02,0.07,0.69
12M 2017,2.06,1.32,0.37,1.96,0.0,0.0,0.14,0.19,0.96
12M 2018,1.49,0.8,0.38,2.32,0.0,0.0,0.26,0.16,1.32
12M 2019,1.03,0.49,2.2,3.87,0.0,0.0,1.89,0.57,2.87
12M 2020,1.12,0.63,1.27,2.94,0.0,0.0,1.1,0.43,1.94
12M 2021,1.31,0.76,0.65,2.33,0.0,0.0,0.37,0.28,1.33
12M 2022,2.21,1.07,0.4,1.86,0.0,0.0,0.22,0.21,0.86
12M 2023,1.39,0.75,0.56,2.06,0.0,0.0,-0.14,0.27,1.06
12M 2024,2.22,1.23,0.2,1.72,0.0,0.0,-0.27,0.12,0.72
