Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,2.86 B,35.25,7.09,1.92,,3.63%,15.79%,43.66%,9.05
12M 2009,2.86 B,10.55,18.48,1.77,,0.94%,4.54%,20.44%,6.03
12M 2010,2.86 B,9.40,19.79,1.53,,1.05%,3.64%,18.13%,1.77
12M 2011,2.86 B,22.30,19.51,2.97,,1.55%,2.84%,10.31%,2.37
12M 2012,3.14 B,57.56,12.33,2.64,,4.21%,6.37%,9.85%,108.55
12M 2013,3.14 B,57.55,7.73,1.69,,3.79%,6.18%,8.85%,3.13
12M 2014,3.14 B,129.91,5.23,1.66,,7.98%,12.57%,12.71%,7.57
12M 2015,3.14 B,56.59,7.42,1.57,,3.10%,5.19%,6.33%,4.37
12M 2016,3.14 B,61.08,5.89,1.50,,3.16%,5.30%,5.99%,3.74
12M 2017,3.14 B,9.61,31.84,2.16,,0.47%,0.85%,2.21%,1.71
12M 2018,3.14 B,4.18,57.89,2.00,160.79 B,0.19%,0.37%,1.50%,1.64
12M 2019,3.14 B,-83.01,-3.76,2.12,132.69 B,-3.79%,-7.87%,0.23%,0.05
12M 2020,3.14 B,-127.39,-1.76,2.17,56.73 B,-6.01%,-13.73%,-1.09%,-0.19
12M 2021,3.14 B,-130.90,-2.38,3.37,45.77 B,-6.23%,-16.43%,-1.18%,-0.20
12M 2022,3.14 B,-134.06,-1.28,1.64,67.77 B,-6.52%,-20.22%,-0.76%,-0.11
12M 2023,3.14 B,-109.44,-1.17,0.93,131.75 B,-5.44%,-19.77%,0.52%,0.08
12M 2024,3.14 B,-94.48,-1.78,1.03,165.32 B,-4.78%,-20.58%,1.24%,0.20
