Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,(249 B),(9 B),(258 B),-90.32
12M 2009,(68 B),(3 B),(71 B),-24.76
12M 2010,61 B,(3 B),58 B,20.29
12M 2011,(33 B),(3 B),(36 B),-12.59
12M 2012,90 B,(12 B),79 B,25.03
12M 2013,(86 B),(9 B),(94 B),-30.04
12M 2014,51 B,(32 B),19 B,6.19
12M 2015,7 B,(108 B),(101 B),-32.23
12M 2016,180 B,(38 B),142 B,45.17
12M 2017,(103 B),(16 B),(119 B),-37.87
12M 2018,(111 B),(62 B),(173 B),-54.97
12M 2019,(234 B),(18 B),(252 B),-80.36
12M 2020,(85 B),(4 B),(89 B),-28.20
12M 2021,(150 B),(8 B),(157 B),-50.09
12M 2022,(91 B),(0 B),(92 B),-29.19
12M 2023,30 B,(3 B),27 B,8.54
12M 2024,41 B,(5 B),36 B,11.54
