Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,,,0.5,,0.07,,0.05,0.2,0.2,455.05
12M 2009,0.01,508.32,,508.33,25548.77,25548.77,0.72,0.74,0.17,0.17,0.12,0.13,0.56,0.56,29.73
12M 2010,0.01,258.11,,258.12,53055.05,,1.41,1.43,0.37,0.37,0.27,0.27,1.21,1.21,46.9
12M 2011,26.56,355.67,30.46,351.77,13.74,13.74,1.03,1.03,0.42,0.44,0.29,0.3,0.98,0.98,7.56
12M 2012,14.51,163.01,10.17,167.35,25.15,22.28,2.24,3.17,1.17,1.24,0.64,0.58,1.1,1.1,67.47
12M 2013,12.36,138.07,,150.43,29.52,16.77,2.64,12.65,0.45,0.45,0.2,0.16,-0.41,-0.41,0.14
12M 2014,15.84,157.67,,173.51,23.05,10.46,2.31,2.02,0.28,0.29,0.11,0.1,-0.52,-0.52,0.34
12M 2015,11.92,441.91,12.69,441.14,30.62,12.58,0.83,0.7,0.26,0.21,0.1,0.1,-0.52,-0.52,0.49
12M 2016,77.45,67.27,74.88,69.84,4.71,4.68,5.43,5.5,0.45,0.45,0.28,0.15,-1.7,-1.7,0.6
12M 2017,144.6,160.42,163.55,141.47,2.52,3.6,2.28,1.71,0.29,0.3,0.17,0.17,104.43,104.43,1.01
12M 2018,112.48,244.93,130.34,227.07,3.24,5.03,1.49,1.28,0.38,0.37,0.17,0.17,1.59,1.59,2.16
12M 2019,80.15,334.5,94.92,319.73,4.55,2.93,1.09,0.98,0.42,0.41,0.14,0.14,1.78,1.78,1.75
12M 2020,26.04,104.37,33.03,97.38,14.02,5.76,3.5,5.45,0.6,0.59,0.22,0.22,-6.47,-6.47,0.52
12M 2021,24.49,225.89,63.31,187.07,14.9,6.81,1.62,2.38,0.09,0.09,0.04,0.04,-0.76,-0.76,0.37
12M 2022,32.63,119.19,32.83,118.99,11.19,14.75,3.06,3.99,0.09,0.09,0.04,0.04,-1.08,-1.08,0.35
12M 2023,9.29,70.38,27.45,52.22,39.3,71.6,5.19,5.4,0.11,0.11,0.05,0.05,4.55,4.55,2.86
12M 2024,18.01,19.37,21.56,15.82,20.27,8.66,18.84,21.48,0.34,0.34,0.16,0.16,6.87,6.87,2.32
