Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,1.10 B,-7.95,-10.06,20.00,,-10.20%,-10.23%,-20.71%,-2141.36
12M 2009,1.10 B,-5.65,-12.74,7.77,,-7.76%,-7.84%,-7.51%,-1534.30
12M 2010,1.10 B,-4.12,-135.92,29.11,,-5.70%,-6.07%,-9.35%,
12M 2011,1.10 B,-3.39,-235.99,36.81,,-4.37%,-5.26%,0.30%,
12M 2012,1.10 B,0.93,851.61,14.05,,0.94%,1.42%,1.88%,
12M 2013,1.10 B,2.09,581.82,28.55,,0.62%,3.09%,-0.17%,
12M 2014,1.10 B,-2.43,-414.81,25.63,,-0.61%,-3.81%,-0.65%,
12M 2015,1.10 B,0.46,3130.43,32.34,,0.10%,0.71%,0.47%,1.10
12M 2016,5.78 B,0.29,4082.76,9.16,,0.03%,0.11%,3.58%,1.23
12M 2017,,,0.00,0.00,,-0.59%,-1.55%,1.64%,0.66
12M 2018,,,0.00,0.00,83.59 B,1.47%,3.36%,0.88%,0.46
12M 2019,,,0.00,0.00,54.66 B,-1.69%,-3.91%,-0.06%,-0.03
12M 2020,46.28 B,-11.01,-4.54,2.28,(333.11 B),-12.06%,-30.65%,-9.08%,-4.26
12M 2021,46.28 B,-2.30,-21.74,15.75,3.61 B,-2.55%,-6.82%,-1.07%,-0.45
12M 2022,46.28 B,-2.88,-17.36,15.07,10.92 B,-3.22%,-11.10%,-1.05%,-0.46
12M 2023,46.28 B,-2.46,-20.33,11.77,5.65 B,-2.81%,-10.30%,-1.02%,-0.44
12M 2024,46.28 B,-15.54,-0.19,0.22,,-18.47%,-155.52%,-1.79%,-1.95
