Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,455.05,7.93,0.0,1.0,0.0,0.0,-0.0,0.0,0.0
12M 2009,29.73,0.13,0.0,1.01,0.0,0.0,-0.0,0.0,0.01
12M 2010,46.9,0.24,0.0,1.07,0.0,0.0,-0.0,0.0,0.07
12M 2011,7.56,2.84,0.02,1.2,0.0,0.0,0.01,0.02,0.2
12M 2012,67.47,30.94,0.01,1.51,0.0,0.0,0.01,0.01,0.51
12M 2013,0.14,0.14,1.87,4.96,0.0,0.0,1.85,0.38,3.85
12M 2014,0.34,0.12,1.82,6.28,0.0,0.0,1.8,0.29,5.17
12M 2015,0.49,0.19,1.73,6.87,0.0,0.0,1.72,0.25,5.76
12M 2016,0.6,0.44,1.71,3.16,0.0,0.0,1.69,0.54,2.18
12M 2017,1.01,0.55,1.05,2.61,0.0,0.0,1.04,0.4,1.64
12M 2018,2.16,0.94,0.97,2.28,0.0,0.0,0.97,0.42,1.28
12M 2019,1.75,0.5,0.99,2.32,0.0,0.0,0.99,0.43,1.32
12M 2020,0.52,0.12,1.24,2.54,0.0,0.0,1.24,0.49,1.54
12M 2021,0.37,0.15,1.33,2.67,0.0,0.0,1.33,0.5,1.67
12M 2022,0.35,0.16,2.06,3.44,0.0,0.0,2.05,0.6,2.44
12M 2023,2.86,1.23,2.18,3.66,0.0,0.0,2.17,0.6,2.66
12M 2024,2.32,1.87,5.07,8.42,0.0,0.0,4.94,0.6,7.42
