Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.70 B,20.36,37.18,1.91,,1.01%,3.00%,12.39%,1.51
12M 2009,0.70 B,36.90,22.49,1.79,,1.66%,5.15%,8.26%,2.05
12M 2010,0.70 B,93.83,15.52,0.00,,0.00%,0.00%,18.94%,2.78
12M 2011,0.70 B,370.23,17.84,5.09,,0.00%,0.00%,0.00%,19.60
12M 2012,0.70 B,584.80,20.35,8.18,,0.00%,33.13%,0.00%,
12M 2013,0.70 B,848.59,21.20,9.43,,15.32%,32.47%,67.18%,
12M 2014,0.70 B,1212.82,31.64,14.90,,19.59%,31.70%,39.54%,
12M 2015,0.70 B,1308.30,20.45,9.15,,16.63%,25.33%,25.71%,
12M 2016,0.70 B,775.60,24.03,8.74,,9.55%,12.94%,11.69%,
12M 2017,0.70 B,526.96,21.99,5.53,,2.96%,4.80%,4.60%,
12M 2018,0.70 B,3096.19,1.76,1.78,"1,070.44 B",25.09%,32.35%,11.39%,
12M 2019,2.68 B,116.03,8.75,1.64,368.21 B,2.54%,2.94%,3.62%,
12M 2020,2.68 B,-1363.69,-1.04,2.11,"(1,767.24 B)",-37.60%,-57.62%,-19.19%,
12M 2021,2.68 B,69.16,17.42,1.79,326.14 B,2.03%,2.91%,4.06%,
12M 2022,2.68 B,115.39,8.67,2.15,427.08 B,3.31%,4.63%,5.44%,
12M 2023,2.68 B,60.43,13.24,2.04,252.50 B,1.67%,2.37%,3.01%,
12M 2024,2.68 B,-601.76,-0.85,0.70,"(1,458.90 B)",-11.85%,-26.88%,-18.86%,-18.53
