Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,3.48,0.36,1.09,2.96,0.0,0.0,1.06,0.37,1.96
12M 2009,2.99,0.35,0.94,3.11,0.0,0.0,0.88,0.3,2.11
12M 2010,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12M 2011,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12M 2012,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.08
12M 2013,1.62,0.33,0.03,2.12,0.0,0.0,-0.14,0.01,1.12
12M 2014,2.39,0.51,0.01,1.62,0.0,0.0,-0.08,0.01,0.62
12M 2015,3.75,1.33,0.06,1.52,0.0,0.0,-0.08,0.04,0.51
12M 2016,4.97,1.89,0.04,1.36,0.0,0.0,-0.12,0.03,0.34
12M 2017,5.77,1.2,0.05,1.62,0.0,0.0,-0.03,0.03,0.61
12M 2018,5.96,1.92,0.05,1.29,0.0,0.0,-0.04,0.04,0.25
12M 2019,6.62,1.28,0.04,1.16,0.0,0.0,-0.01,0.03,0.13
12M 2020,3.13,0.48,0.18,1.53,0.0,0.0,0.08,0.12,0.5
12M 2021,3.17,0.35,0.17,1.43,0.0,0.0,0.11,0.12,0.43
12M 2022,3.38,0.28,0.15,1.4,0.0,0.0,0.12,0.11,0.4
12M 2023,3.69,0.28,0.14,1.42,0.0,0.0,0.11,0.1,0.42
12M 2024,2.03,0.21,0.13,2.27,0.0,0.0,0.02,0.06,1.27
