Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,3.93,,0.19,,12.7,,0.2,0.42,0.42,3.48
12M 2009,68.4,1844.53,27.22,1885.71,5.34,4.38,0.2,0.19,14.75,14.57,0.22,0.21,0.46,0.46,2.99
12M 2010,,752.83,13.61,739.22,,,0.48,0.44,,,,,,,0.0
12M 2011,,,,,,65.21,,0.91,,23.8,,1.02,,,0.0
12M 2012,,,,,,33.04,,0.61,,41.02,,0.8,,,0.0
12M 2013,8.31,782.63,,790.94,43.93,22.82,0.47,0.25,50.52,26.27,0.69,0.35,1.1,1.1,1.62
12M 2014,12.83,1338.06,10.04,1340.85,28.45,26.2,0.27,0.25,33.54,33.45,0.44,0.42,0.84,0.84,2.39
12M 2015,24.68,1116.95,21.91,1119.72,14.79,10.93,0.33,0.33,30.08,25.42,0.42,0.39,0.65,0.65,3.75
12M 2016,48.55,1323.58,23.59,1348.54,7.52,7.18,0.28,0.27,17.61,17.9,0.27,0.26,0.41,0.41,4.97
12M 2017,54.25,2395.21,42.35,2407.11,6.73,6.05,0.15,0.12,15.56,14.59,0.16,0.13,0.18,0.18,5.77
12M 2018,46.67,2503.91,91.01,2459.57,7.82,6.97,0.15,0.22,21.92,22.49,0.2,0.24,0.44,0.44,5.96
12M 2019,61.86,1628.38,69.59,1620.65,5.9,6.25,0.22,0.22,17.59,17.31,0.16,0.13,0.31,0.31,6.62
12M 2020,29.17,1731.98,31.86,1729.29,12.51,54.85,0.21,0.19,20.97,21.25,0.16,0.15,0.39,0.39,3.13
12M 2021,4.78,1779.79,32.87,1751.7,76.36,70.43,0.21,0.21,25.17,26.7,0.19,0.19,0.42,0.42,3.17
12M 2022,7.57,3476.37,56.9,3427.04,48.25,40.95,0.1,0.1,20.85,22.7,0.13,0.13,0.28,0.28,3.38
12M 2023,8.13,4033.5,34.49,4007.14,44.87,49.9,0.09,0.09,24.29,26.4,0.11,0.11,0.21,0.21,3.69
12M 2024,3.45,2247.88,66.66,2184.67,105.83,105.64,0.16,0.13,7.07,3.74,0.17,0.14,0.33,0.33,2.03
