Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,5.78,3.95,0.07,1.14,0.0,0.0,0.06,0.06,0.14
12M 2009,6.51,2.68,0.05,1.15,0.0,0.0,0.04,0.04,0.15
12M 2010,11.22,4.76,0.01,1.08,0.0,0.0,0.01,0.01,0.08
12M 2011,11.43,4.92,0.02,1.08,0.0,0.0,0.01,0.02,0.09
12M 2012,8.61,2.64,0.01,1.1,0.0,0.0,-0.03,0.0,0.11
12M 2013,59.71,55.7,0.01,1.01,0.0,0.0,0.01,0.01,0.02
12M 2014,14.19,13.08,0.0,1.07,0.0,0.0,-0.0,0.0,0.07
12M 2015,17.85,16.43,0.0,1.06,0.0,0.0,-0.0,0.0,0.06
12M 2016,30.38,25.07,0.0,1.03,0.0,0.0,-0.0,0.0,0.03
12M 2017,31.06,23.53,0.0,1.03,0.0,0.0,-0.0,0.0,0.03
12M 2018,35.18,23.97,0.0,1.03,0.0,0.0,-0.0,0.0,0.03
12M 2019,40.52,26.41,0.0,1.02,0.0,0.0,-0.0,0.0,0.02
12M 2020,40.29,26.28,0.0,1.02,0.0,0.0,-0.0,0.0,0.02
