Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2010,6.88,186.12,10.16,125.97,,,,(11 B),
12M 2011,9.96,33.62,15.52,21.59,,,,(8 B),
12M 2012,11.08,24.81,21.52,12.78,,,,(29 B),
12M 2013,2.17,76.59,2.52,65.85,,,,(5 B),
12M 2014,4.59,45.29,6.72,30.97,,,,(12 B),
12M 2015,1.34,37.44,1.79,28.00,,,,(0 B),
12M 2016,-111.11,-0.45,-111.11,-0.45,,,,(0 B),
12M 2017,357.14,0.14,-32.68,-1.53,,,,(4 B),
12M 2018,250.00,0.20,-34.01,-1.47,,,,(9 B),
12M 2019,78.12,0.64,-48.54,-1.03,,,,(15 B),
12M 2020,-131.58,-0.38,-24.39,-2.05,,,,(14 B),
12M 2021,-81.97,-0.61,-21.93,-2.28,,,,(5 B),
12M 2022,-4.30,-11.64,-4.30,-11.64,,,,(9 B),
12M 2023,-4.01,-12.47,-4.01,-12.47,,,,(10 B),
