Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2011,4.01 B,-3.04,-110.20,45.75,,-1.90%,-9.06%,-0.38%,-0.10
12M 2012,4.01 B,-9.26,-29.70,33.54,,-4.90%,-37.30%,-1.43%,-0.26
12M 2013,4.01 B,52.44,3.17,1.72,,25.69%,68.47%,42.05%,8.09
12M 2014,31.84 B,-49.34,-4.22,0.00,,-51.15%,-108.95%,-0.41%,-0.13
12M 2015,31.84 B,-7.85,-6.37,0.00,,-15.03%,-20.96%,-0.44%,-0.49
12M 2016,31.84 B,-37.94,-1.32,0.00,,-392.11%,8416.44%,-0.69%,-0.76
12M 2017,31.84 B,0.45,111.11,3.47,,1.87%,317.93%,4.49%,2.19
12M 2018,31.84 B,0.43,116.28,2.76,(7.03 B),1.21%,213.62%,-0.86%,-0.68
12M 2019,31.84 B,0.37,135.14,1.86,0.40 B,1.46%,58.41%,-0.08%,-3.06
12M 2020,31.84 B,-1.05,-47.62,2.09,7.71 B,-4.63%,275.05%,0.30%,6.45
12M 2021,31.84 B,-0.19,-263.16,4.49,(7.61 B),-0.81%,30.84%,-1.31%,-79.74
12M 2022,31.84 B,-10.62,-4.71,3.78,(42.37 B),-61.55%,91.20%,-6.91%,-795.07
12M 2023,31.84 B,-0.93,-53.76,3.27,(25.67 B),-5.84%,7.44%,-5.16%,-170.73
