Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2010,0.0,0.0,0.0,3.51,0.0,0.0,-0.07,0.0,2.5
12M 2011,0.0,0.0,0.0,4.77,0.0,0.0,-0.06,0.0,3.76
12M 2012,0.0,0.0,0.0,7.62,0.0,0.0,-0.29,0.0,6.61
12M 2013,0.0,0.0,0.0,2.67,0.0,0.0,-0.02,0.0,1.66
12M 2014,0.0,0.0,0.0,2.13,0.0,0.0,-0.01,0.0,1.13
12M 2015,0.0,0.0,0.0,1.39,0.0,0.0,-0.0,0.0,0.4
12M 2016,0.0,0.0,-0.0,-21.46,-0.0,0.0,0.01,0.0,-22.93
12M 2017,0.0,0.0,0.0,170.09,0.0,0.0,-0.9,0.0,170.51
12M 2018,0.0,0.0,0.0,176.57,0.0,0.0,-1.37,0.0,176.58
12M 2019,0.0,0.0,0.0,39.94,0.0,0.0,-0.72,0.0,39.26
12M 2020,0.0,0.0,-0.0,-59.43,-0.0,0.0,1.15,0.0,-60.98
12M 2021,0.0,0.0,-0.0,-37.98,-0.0,0.0,0.26,0.0,-39.33
12M 2022,0.0,0.0,-0.0,-1.48,-0.0,0.0,0.02,0.0,-2.5
12M 2023,0.0,0.0,-0.0,-1.27,-0.0,0.0,0.03,0.0,-2.29
