Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2010,,,,,,,,,,,,,,,0.0
12M 2011,,,,,,,,,14.4,34.51,0.05,0.09,,,0.0
12M 2012,,,,,,,,,22.44,24.8,0.05,0.05,,,0.0
12M 2013,,,,,,,,,277.49,302.59,0.49,0.44,,,0.0
12M 2014,,,,,,,,,,,,,,,0.0
12M 2015,,,,,,,,,,,,,,,0.0
12M 2016,,,,,,,,,,,,,,,0.0
12M 2017,40.52,,170.89,-130.37,,,,,58.4,29.04,0.85,0.66,,,0.0
12M 2018,61.3,,246.02,-184.72,,,,,37.51,37.42,0.61,0.58,,,0.0
12M 2019,29.58,,156.84,-127.26,,,,,82.38,82.82,0.88,0.9,,,0.0
12M 2020,24.5,,183.92,-159.42,,,,,118.39,124.09,0.99,0.94,,,0.0
12M 2021,57.91,,431.99,-374.08,,,,,46.99,41.95,0.48,0.48,,,0.0
12M 2022,40.45,,386.39,-345.94,,,,,58.91,60.73,0.65,0.62,,,0.0
12M 2023,29.77,,365.72,-335.95,,,,,99.28,134.02,0.92,0.91,,,0.0
