Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.48,0.8,2.81,5.28,0.0,0.0,2.7,0.53,4.28
12M 2009,2.53,1.89,1.51,3.32,0.0,0.0,1.21,0.46,2.32
12M 2010,1.76,1.33,1.1,2.94,0.0,0.0,0.85,0.37,1.94
12M 2011,1.75,1.18,0.86,2.61,0.0,0.0,0.73,0.33,1.61
12M 2012,1.72,1.23,0.72,2.35,0.0,0.0,0.56,0.31,1.35
12M 2013,2.31,1.69,1.04,2.68,0.0,0.0,0.69,0.39,1.68
12M 2014,2.02,1.3,1.06,2.68,0.0,0.0,0.9,0.4,1.68
12M 2015,1.78,1.21,1.43,3.25,0.0,0.0,1.31,0.44,2.25
12M 2016,1.73,1.21,1.27,3.2,0.0,0.0,1.14,0.4,2.2
12M 2017,1.63,1.06,1.24,3.2,0.0,0.0,1.12,0.39,2.2
12M 2018,1.5,0.93,1.3,3.35,0.0,0.0,1.18,0.39,2.35
12M 2019,1.49,1.03,1.09,3.02,0.0,0.0,0.99,0.36,2.02
12M 2020,1.61,1.21,0.77,2.6,0.0,0.0,0.61,0.3,1.59
12M 2021,1.76,1.15,0.78,2.65,0.0,0.0,0.66,0.3,1.65
12M 2022,1.67,1.07,0.82,2.63,0.0,0.0,0.69,0.31,1.63
12M 2023,1.85,1.26,0.6,2.27,0.0,0.0,0.51,0.26,1.27
12M 2024,1.16,0.82,0.54,2.17,0.0,0.0,0.43,0.25,1.17
