Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,138 B,(506 B),(367 B),-478.91
12M 2009,446 B,(400 B),47 B,61.15
12M 2010,238 B,(396 B),(157 B),-205.43
12M 2011,(608 B),(965 B),"(1,573 B)",-2052.11
12M 2012,830 B,(746 B),84 B,110.05
12M 2013,987 B,(639 B),348 B,389.52
12M 2014,(862 B),(853 B),"(1,716 B)",-1918.46
12M 2015,"2,337 B",(551 B),"1,785 B",1996.40
12M 2016,659 B,(765 B),(106 B),-4.74
12M 2017,"1,276 B",(561 B),715 B,31.98
12M 2018,459 B,"(1,239 B)",(780 B),-34.88
12M 2019,"3,304 B","(1,898 B)","1,406 B",62.86
12M 2020,"3,716 B","(1,156 B)","2,560 B",114.51
12M 2021,"1,042 B",(977 B),65 B,2.89
12M 2022,"1,620 B","(1,509 B)",110 B,4.94
12M 2023,"5,259 B","(2,526 B)","2,733 B",122.25
12M 2024,(463 B),"(1,809 B)","(2,273 B)",-101.65
