Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.77 B,262.97,4.32,0.22,,6.90%,16.19%,32.08%,5.78
12M 2009,0.77 B,498.97,9.00,0.72,,11.78%,24.18%,26.46%,6.25
12M 2010,0.77 B,651.79,16.51,1.14,,11.36%,25.09%,26.48%,8.81
12M 2011,0.77 B,614.45,23.21,1.16,,7.14%,19.93%,18.68%,6.12
12M 2012,0.77 B,951.80,21.02,1.46,,8.79%,24.39%,20.78%,5.18
12M 2013,0.89 B,1164.83,22.32,1.93,,10.73%,27.04%,19.39%,5.08
12M 2014,0.89 B,451.31,46.31,1.32,,3.92%,10.07%,12.51%,2.49
12M 2015,0.89 B,1364.15,22.36,1.84,,10.76%,24.03%,24.24%,4.92
12M 2016,22.36 B,60.60,27.15,2.00,,10.49%,22.13%,26.88%,6.49
12M 2017,22.36 B,71.31,28.33,2.17,,10.69%,22.19%,25.26%,6.36
12M 2018,22.36 B,76.76,34.13,2.43,"3,177.11 B",9.76%,20.57%,22.59%,5.33
12M 2019,22.36 B,88.90,23.06,1.83,"3,760.45 B",10.44%,20.57%,22.55%,8.93
12M 2020,22.36 B,92.16,29.41,2.48,"3,635.79 B",10.42%,18.71%,17.91%,8.00
12M 2021,22.36 B,53.07,38.44,1.63,"2,616.40 B",5.96%,10.67%,11.57%,5.53
12M 2022,22.36 B,86.87,28.78,1.82,"3,360.51 B",8.72%,15.38%,15.70%,6.25
12M 2023,22.36 B,142.84,17.43,1.77,"5,211.09 B",13.38%,21.24%,23.56%,14.21
12M 2024,22.36 B,134.19,20.72,1.72,"4,971.48 B",10.09%,17.84%,18.55%,9.21
