Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,12.01,,,,4.63,,1.15,4.62,4.62,2.45
12M 2009,19.3,,18.41,,18.92,12.27,,,5.58,5.88,1.34,1.31,6.55,6.55,2.21
12M 2010,27.62,,19.09,,13.21,8.03,,,4.5,3.52,1.39,1.26,11.57,11.57,1.49
12M 2011,46.14,,22.29,,7.91,7.09,,,3.01,2.75,1.12,1.06,13.8,13.8,1.29
12M 2012,47.56,,23.92,,7.67,7.35,,,3.21,3.18,1.18,1.19,17.41,17.41,1.29
12M 2013,61.6,,24.53,,5.93,5.09,,,2.84,2.14,1.14,1.05,8.99,8.99,1.52
12M 2014,52.47,,24.04,,6.96,8.15,,,2.68,2.09,1.05,1.04,-21.93,-21.93,0.82
12M 2015,37.84,,30.88,,9.65,7.69,,,1.86,1.4,0.92,0.85,3723.61,3723.61,1.0
12M 2016,29.84,,23.53,,12.23,10.52,,,1.83,1.57,1.17,1.06,50.43,50.43,1.13
12M 2017,30.26,,21.41,,12.06,13.53,,,1.73,1.7,1.09,1.12,60.42,60.42,1.12
12M 2018,29.99,,11.4,,12.17,8.4,,,2.14,2.11,1.12,1.08,-55.09,-55.09,0.91
12M 2019,43.35,,12.92,,8.42,6.82,,,3.03,3.29,1.02,1.0,9.07,9.07,1.77
12M 2020,191.22,,83.95,,1.91,4.21,,,0.86,0.96,0.19,0.21,-1.08,-1.08,0.4
12M 2021,493.49,,354.28,,0.74,0.76,,,0.12,0.14,0.03,0.03,-0.12,-0.12,0.31
12M 2022,38.1,,59.22,,9.58,9.67,,,2.23,3.04,0.55,0.55,-3.57,-3.57,0.6
12M 2023,21.56,,23.21,,16.93,20.93,,,8.67,9.77,1.39,1.39,263.63,263.63,1.02
12M 2024,26.24,,29.4,,13.91,13.64,,,12.47,12.89,1.55,1.52,28.66,28.66,1.12
