Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,2.45,2.45,0.47,1.67,0.0,0.0,0.28,0.28,0.64
12M 2009,2.21,2.21,0.41,1.59,0.0,0.0,0.1,0.26,0.57
12M 2010,1.49,1.49,0.53,1.85,0.0,0.0,0.34,0.28,0.79
12M 2011,1.29,1.29,0.77,2.03,0.0,0.0,0.5,0.38,0.97
12M 2012,1.29,1.29,0.43,1.77,0.0,0.0,0.28,0.24,0.71
12M 2013,1.52,1.52,0.62,1.84,0.0,0.0,0.5,0.34,0.85
12M 2014,0.82,0.82,0.63,1.93,0.0,0.0,0.58,0.33,0.94
12M 2015,1.0,1.0,0.87,2.17,0.0,0.0,0.79,0.4,1.18
12M 2016,1.13,1.13,0.91,2.24,0.0,0.0,0.81,0.41,1.25
12M 2017,1.12,1.12,0.9,2.2,0.0,0.0,0.85,0.41,1.22
12M 2018,0.91,0.91,0.84,2.12,0.0,0.0,0.78,0.4,1.14
12M 2019,1.77,1.77,0.96,2.24,0.0,0.0,0.88,0.43,1.26
12M 2020,0.4,0.4,1.95,3.32,0.0,0.0,1.88,0.59,2.39
12M 2021,0.31,0.31,4.99,6.7,0.0,0.0,4.88,0.74,5.93
12M 2022,0.6,0.6,4.36,6.39,0.0,0.0,4.01,0.68,5.54
12M 2023,1.02,1.02,2.47,3.97,0.0,0.0,2.07,0.62,2.89
12M 2024,1.12,1.12,2.38,4.57,0.0,0.0,1.64,0.52,3.39
