Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,2.76,,1.64,,4.17,,0.74,3.07,3.07,1.39
12M 2009,179.35,239.98,0.12,419.21,2.04,2.08,1.52,1.62,3.49,3.58,0.57,0.57,2.35,2.35,1.41
12M 2010,516.27,689.03,11.23,1194.07,0.71,0.67,0.53,0.52,1.29,1.31,0.2,0.2,1.2,1.2,1.24
12M 2011,530.1,571.27,60.85,1040.52,0.69,0.87,0.64,0.68,0.4,0.4,0.15,0.15,-3.37,-3.37,0.49
12M 2012,21.69,20.06,24.56,17.19,16.83,8.64,18.19,13.38,1.74,1.77,1.41,1.26,71.45,71.45,1.07
12M 2013,46.34,29.61,40.5,35.45,7.88,6.0,12.33,13.18,1.84,1.87,1.2,1.15,23.42,23.42,1.18
12M 2014,38.65,37.85,40.38,36.12,9.44,9.94,9.64,10.96,2.17,2.21,1.29,1.32,16.08,16.08,1.38
12M 2015,35.27,97.31,52.73,79.85,10.35,8.77,3.75,3.71,1.36,1.39,0.8,0.8,6.7,6.7,1.59
12M 2016,25.14,88.18,36.87,76.45,14.52,18.37,4.14,3.12,1.99,2.03,1.12,1.05,-2.28,-2.28,0.47
12M 2017,23.36,57.1,25.16,55.3,15.62,9.95,6.39,6.21,4.05,4.13,2.02,1.81,10.99,10.97,1.45
12M 2018,16.18,36.88,12.97,40.09,22.56,28.74,9.9,12.34,5.68,5.8,2.88,3.18,11.9,11.9,3.25
12M 2019,27.02,32.38,22.64,36.76,13.51,13.76,11.27,10.06,4.44,4.51,2.31,2.27,8.16,8.16,1.96
12M 2020,32.48,31.45,30.21,33.72,11.24,20.17,11.61,11.64,4.64,4.75,2.27,2.59,7.71,7.71,2.91
12M 2021,25.25,21.08,21.06,25.27,14.46,14.91,17.31,17.09,10.26,10.61,3.28,3.39,10.45,10.45,2.23
12M 2022,34.49,17.07,26.58,24.98,10.58,13.06,21.38,20.81,38.22,42.16,3.33,3.57,11.85,11.85,2.08
12M 2023,41.33,10.23,37.55,14.01,8.83,7.04,35.67,65.82,98.2,18.86,3.67,3.25,16.27,16.27,1.43
12M 2024,5.73,1.78,6.34,1.17,63.76,254.86,204.87,183.16,323.57,311.47,19.42,14.5,82.04,82.04,2.89
