Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.39,0.79,1.19,2.52,0.0,0.0,1.18,0.47,1.52
12M 2009,1.41,0.89,1.17,2.53,0.0,0.0,1.17,0.46,1.52
12M 2010,1.24,0.76,1.44,3.01,0.0,0.0,1.44,0.48,2.01
12M 2011,0.49,0.21,-46.53,-50.33,-0.0,0.0,-46.29,0.92,-51.33
12M 2012,1.07,0.69,30.94,40.79,0.0,0.0,30.44,0.76,39.79
12M 2013,1.18,0.84,4.62,7.62,0.0,0.0,4.6,0.61,6.62
12M 2014,1.38,0.59,4.55,7.14,0.0,0.0,4.52,0.64,6.14
12M 2015,1.59,0.45,4.5,6.96,0.0,0.0,4.43,0.65,5.96
12M 2016,0.47,0.16,0.0,19.07,0.0,0.0,-0.23,0.0,18.07
12M 2017,1.45,0.6,0.0,1.64,0.0,0.0,-0.0,0.0,0.64
12M 2018,3.25,1.51,0.02,1.17,0.0,0.0,-0.02,0.02,0.17
12M 2019,1.96,1.29,0.0,1.38,0.0,0.0,-0.07,0.0,0.38
12M 2020,2.91,1.67,0.0,1.21,0.0,0.0,-0.08,0.0,0.21
12M 2021,2.23,1.55,0.0,1.34,0.0,0.0,-0.06,0.0,0.34
12M 2022,2.08,1.55,0.0,1.37,0.0,0.0,-0.04,0.0,0.37
12M 2023,1.43,1.28,0.0,1.85,0.0,0.0,-0.13,0.0,0.85
12M 2024,2.89,2.07,0.0,1.2,0.0,0.0,-0.12,0.0,0.2
