Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.52 B,-0.70,-128.57,0.32,,-0.18%,-0.45%,24.01%,0.90
12M 2009,0.52 B,0.20,485.00,0.42,,0.05%,0.13%,11.65%,1.01
12M 2010,0.52 B,-27.20,-3.68,1.27,,-6.90%,-20.82%,4.04%,0.15
12M 2011,0.52 B,-133.71,-0.75,2.51,,-86.92%,4374.98%,-40.45%,
12M 2012,0.52 B,7.65,7.97,0.25,,4.08%,166.50%,0.17%,14.32
12M 2013,0.52 B,0.28,210.71,0.24,,0.13%,0.98%,-0.27%,-313.82
12M 2014,0.52 B,0.43,148.84,0.23,,0.21%,1.47%,0.12%,13.32
12M 2015,0.52 B,0.51,105.88,0.33,,0.25%,1.73%,0.56%,140.25
12M 2016,0.52 B,-19.17,-2.76,0.23,,-9.41%,-179.54%,1.24%,141.84
12M 2017,0.52 B,1.49,53.02,0.18,,0.63%,1.03%,2.68%,135.07
12M 2018,0.52 B,3.29,25.84,0.14,7.93 B,1.88%,2.20%,6.41%,7.02
12M 2019,1.24 B,-2.42,-29.75,0.39,(1.09 B),-2.79%,-3.85%,-5.08%,-10.84
12M 2020,1.24 B,-1.18,-56.78,0.37,0.28 B,-1.58%,-1.91%,-3.30%,-5.31
12M 2021,1.24 B,-1.29,-143.41,0.72,0.10 B,-1.59%,-2.13%,-3.60%,-3.11
12M 2022,1.24 B,-3.28,-76.22,0.94,(3.81 B),-4.17%,-5.73%,-8.07%,-2051.89
12M 2023,1.24 B,0.18,505.56,0.27,1.17 B,0.17%,0.31%,-0.50%,-5.00
12M 2024,1.24 B,0.58,234.48,0.08,2.30 B,0.83%,1.00%,0.72%,0.84
