Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.45 B,280.71,10.71,0.66,,15.96%,25.96%,58.52%,361.76
12M 2009,0.45 B,407.84,12.37,0.92,,17.48%,28.48%,37.04%,388.69
12M 2010,0.45 B,447.28,19.94,1.37,,16.15%,24.90%,30.39%,984.18
12M 2011,0.46 B,497.49,20.00,1.38,,14.80%,27.57%,28.30%,30.08
12M 2012,0.46 B,447.52,26.82,1.55,,11.56%,20.80%,22.05%,13.17
12M 2013,2.00 B,78.34,24.25,0.96,,7.71%,14.20%,14.31%,9.77
12M 2014,2.00 B,76.21,27.56,1.00,,7.03%,12.74%,12.68%,9.63
12M 2015,2.00 B,52.64,21.85,0.51,,4.55%,9.42%,7.78%,5.81
12M 2016,2.00 B,86.51,17.34,0.61,,6.70%,14.11%,12.74%,11.37
12M 2017,2.00 B,83.70,17.20,0.54,,6.07%,12.91%,7.77%,8.41
12M 2018,2.00 B,106.26,15.72,0.55,505.32 B,7.09%,13.76%,12.21%,14.53
12M 2019,2.00 B,121.07,21.06,0.76,555.05 B,7.09%,14.55%,11.89%,15.50
12M 2020,3.99 B,-94.53,-11.53,0.90,(39.27 B),-10.12%,-30.26%,-18.66%,-10.61
12M 2021,3.99 B,-74.11,-13.16,0.80,(103.63 B),-8.31%,-32.17%,-15.27%,-5.72
12M 2022,3.99 B,-19.41,-42.25,0.56,210.77 B,-2.03%,-7.30%,-1.92%,-0.71
12M 2023,3.99 B,-104.17,-7.10,0.50,(154.43 B),-10.63%,-57.42%,-14.53%,-4.08
12M 2024,3.99 B,-199.66,-1.46,0.24,(281.77 B),-22.57%,-623.74%,-49.36%,-9.63
