Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.32,0.96,0.01,1.63,0.0,0.0,-0.42,0.01,0.63
12M 2009,1.54,1.24,0.01,1.63,0.0,0.0,-0.58,0.01,0.63
12M 2010,1.71,1.35,0.01,1.54,0.0,0.0,-0.46,0.0,0.54
12M 2011,1.8,1.49,0.24,1.86,0.0,0.0,-0.43,0.13,0.86
12M 2012,1.77,1.43,0.21,1.8,0.0,0.0,-0.37,0.11,0.8
12M 2013,1.7,1.37,0.19,1.84,0.0,0.0,-0.4,0.1,0.84
12M 2014,1.88,1.54,0.18,1.81,0.0,0.0,-0.36,0.1,0.81
12M 2015,1.26,1.05,0.19,2.07,0.0,0.0,-0.4,0.09,1.07
12M 2016,1.79,1.49,0.17,2.11,0.0,0.0,-0.48,0.08,1.11
12M 2017,1.89,1.59,0.16,2.13,0.0,0.0,-0.46,0.07,1.13
12M 2018,1.9,1.59,0.14,1.94,0.0,0.0,-0.51,0.07,0.94
12M 2019,1.65,1.31,0.13,2.05,0.0,0.0,-0.39,0.06,1.05
12M 2020,1.06,0.89,0.31,2.99,0.0,0.0,-0.4,0.1,1.99
12M 2021,0.87,0.66,0.54,3.87,0.0,0.0,-0.11,0.14,2.7
12M 2022,0.79,0.58,0.67,3.6,0.0,0.0,0.16,0.19,2.6
12M 2023,0.48,0.33,1.25,5.4,0.0,0.0,0.96,0.23,4.4
12M 2024,0.27,0.16,8.13,27.63,0.0,0.0,7.62,0.29,26.63
