Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,2.15,1.49,1.48,3.46,0.0,0.0,1.14,0.43,2.46
12M 2009,1.75,1.22,1.05,2.91,0.0,0.0,0.89,0.36,1.91
12M 2010,1.23,0.76,1.77,3.97,0.0,0.0,1.61,0.45,2.91
12M 2011,0.84,0.52,2.32,7.07,0.0,0.0,1.7,0.33,6.05
12M 2012,0.87,0.43,4.62,8.37,0.0,0.0,4.39,0.55,7.39
12M 2013,0.74,0.47,9.11,15.69,0.0,0.0,8.46,0.58,14.67
12M 2014,0.76,0.57,3.33,6.93,0.0,0.0,3.0,0.48,5.83
12M 2015,0.86,0.65,6.26,9.61,0.0,0.0,6.02,0.65,8.46
12M 2016,0.88,0.68,6.73,10.9,0.0,0.0,6.44,0.62,9.85
12M 2017,0.75,0.53,6.55,11.33,0.0,0.0,6.26,0.58,10.31
12M 2018,1.22,0.87,26.37,37.86,0.0,0.0,25.31,0.7,36.21
12M 2019,1.49,0.82,-10.9,-13.68,-0.0,0.0,-10.65,0.8,-14.5
12M 2020,0.21,0.13,-2.8,-2.55,-0.0,0.0,-2.76,1.1,-3.65
12M 2021,0.16,0.1,-2.05,-1.61,-0.0,0.0,-2.03,1.27,-2.72
12M 2022,0.94,0.58,-1.98,-1.3,-0.0,0.0,-1.92,1.52,-2.41
12M 2023,1.01,0.68,-1.94,-1.43,-0.0,0.0,-1.88,1.35,-2.55
12M 2024,0.89,0.59,-1.85,-1.31,-0.0,0.0,-1.79,1.42,-2.43
