Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.16 B,6.36,18.87,0.03,,0.16%,1.32%,32.05%,1.28
12M 2009,0.16 B,-80.96,-2.67,0.07,,-2.73%,-20.11%,15.89%,1.08
12M 2010,0.16 B,100.54,3.58,0.12,,4.09%,19.98%,20.72%,1.68
12M 2011,0.16 B,166.39,3.25,0.15,,4.84%,24.85%,23.35%,3.74
12M 2012,0.16 B,146.18,3.09,0.12,,3.78%,17.92%,15.33%,2.31
12M 2013,0.16 B,31.69,18.93,0.15,,0.66%,3.97%,10.16%,2.93
12M 2014,0.32 B,69.63,5.03,0.12,,2.46%,15.13%,9.71%,1.88
12M 2015,0.32 B,90.33,4.49,0.09,,2.15%,11.93%,21.26%,1.62
12M 2016,0.32 B,112.23,5.76,0.16,,2.66%,13.78%,22.18%,2.66
12M 2017,0.63 B,61.00,6.20,0.24,,3.18%,13.93%,24.39%,2.50
12M 2018,0.63 B,63.86,6.42,0.23,109.56 B,2.89%,13.32%,25.95%,2.59
12M 2019,0.63 B,52.96,8.31,0.23,63.32 B,2.77%,10.51%,12.12%,1.22
12M 2020,0.63 B,6.30,53.02,0.21,39.22 B,0.29%,1.24%,5.34%,0.50
12M 2021,0.63 B,6.82,42.82,0.13,109.40 B,0.28%,1.12%,20.41%,1.58
12M 2022,0.63 B,-179.85,-1.47,0.12,(3.49 B),-7.33%,-38.31%,-5.52%,-0.38
12M 2023,0.63 B,-91.28,-2.23,0.10,52.21 B,-3.92%,-21.11%,9.90%,0.50
12M 2024,0.63 B,-155.75,-0.62,0.06,12.38 B,-7.95%,-50.33%,-1.32%,-0.05
