Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.2,0.64,4.66,8.12,0.0,0.0,2.13,0.57,7.12
12M 2009,1.04,0.59,3.59,7.38,0.0,0.0,3.53,0.49,6.38
12M 2010,1.4,0.51,2.54,4.88,0.0,0.0,2.49,0.52,3.88
12M 2011,1.19,0.49,2.4,5.13,0.0,0.0,2.37,0.47,4.13
12M 2012,1.99,0.93,2.39,4.74,0.0,0.0,2.36,0.5,3.74
12M 2013,1.24,0.6,2.04,6.06,0.0,0.0,1.9,0.34,5.06
12M 2014,1.08,0.53,2.49,6.15,0.0,0.0,2.38,0.41,5.15
12M 2015,1.0,0.71,1.67,5.55,0.0,0.0,1.25,0.3,4.55
12M 2016,1.0,0.72,1.8,5.19,0.0,0.0,1.7,0.35,4.19
12M 2017,0.99,0.75,1.87,4.38,0.0,0.0,1.75,0.43,3.38
12M 2018,1.02,0.8,2.16,4.61,0.0,0.0,1.84,0.47,3.61
12M 2019,1.08,0.8,1.74,3.8,0.0,0.0,1.58,0.46,2.8
12M 2020,1.11,0.76,2.22,4.34,0.0,0.0,1.9,0.51,3.34
12M 2021,1.06,0.62,1.78,4.01,0.0,0.0,1.66,0.44,3.01
12M 2022,1.0,0.54,2.8,5.23,0.0,0.0,2.52,0.54,4.23
12M 2023,0.96,0.51,2.84,5.39,0.0,0.0,2.73,0.53,4.39
12M 2024,0.85,0.49,3.61,6.33,0.0,0.0,3.52,0.57,5.33
