Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,4.82,,,,35.59,,2.04,4.36,4.36,1.9
12M 2009,86.3,,101.1,,4.23,4.59,,,41.65,40.71,1.93,2.06,4.61,4.61,1.72
12M 2010,103.05,,109.54,,3.54,3.33,,,50.79,50.89,1.93,1.86,4.91,4.91,1.63
12M 2011,111.86,,112.46,,3.26,,,,51.75,51.98,1.87,2.04,4.83,4.83,1.74
12M 2012,107.1,,85.32,,3.41,4.12,,,50.83,50.68,1.84,2.03,4.65,4.65,1.85
12M 2013,109.51,,80.37,,3.33,3.53,,,48.73,50.08,1.56,1.61,3.78,3.78,1.91
12M 2014,101.08,,89.41,,3.61,4.03,,,53.97,56.8,1.54,1.59,3.6,3.6,1.97
12M 2015,96.47,,94.53,,3.78,3.55,,,62.57,66.38,1.59,1.52,3.81,3.81,1.83
12M 2016,116.89,,123.11,,3.12,3.63,,,58.94,64.78,1.31,1.44,3.43,3.43,1.84
12M 2017,119.64,,138.15,,3.05,3.44,,,69.48,83.38,1.37,1.44,5.75,5.75,1.5
12M 2018,166.2,,200.53,,2.2,2.94,,,56.79,73.8,1.03,1.26,3.01,3.01,1.91
12M 2019,178.57,,210.46,,2.04,2.63,,,58.2,76.71,0.82,0.97,1.6,1.6,3.18
12M 2020,176.09,,181.54,,2.07,5.3,,,70.14,81.48,0.61,0.76,1.14,1.14,5.73
12M 2021,74.64,,56.64,,4.89,6.21,,,124.63,115.53,0.99,1.03,1.24,1.24,9.45
12M 2022,85.88,,70.12,,4.25,4.41,,,24.92,25.53,0.96,0.95,1.38,1.38,4.52
12M 2023,81.67,,90.72,,4.47,6.26,,,20.56,22.62,0.93,0.97,1.36,1.36,6.84
12M 2024,62.41,,67.49,,5.85,5.11,,,15.28,8.68,1.04,1.11,1.97,1.97,3.94
