Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,44.33,,8.92,,2.86,,0.8,7.04,7.04,1.64
12M 2009,9.37,40.94,16.49,33.82,38.97,67.0,8.92,8.72,2.15,2.04,0.65,0.66,11.5,11.5,1.41
12M 2010,4.62,45.75,14.28,36.09,78.99,151.87,7.98,6.5,2.16,2.1,0.69,0.65,4.15,4.15,2.39
12M 2011,4.95,49.68,15.31,39.32,73.68,73.33,7.35,6.47,2.64,2.59,0.76,0.71,2.3,2.3,4.83
12M 2012,6.0,73.14,29.65,49.49,60.83,44.3,4.99,4.58,2.08,1.96,0.59,0.57,2.34,2.34,3.27
12M 2013,5.7,64.66,38.63,31.73,64.01,29.17,5.65,7.73,1.65,1.52,0.53,0.53,3.46,3.46,2.49
12M 2014,4.35,44.58,35.07,13.86,83.94,197.05,8.19,7.46,1.57,1.49,0.57,0.55,4.24,4.24,2.49
12M 2015,1.9,46.24,26.96,21.18,192.54,104.51,7.89,6.95,1.26,1.22,0.48,0.47,6.01,6.01,2.22
12M 2016,5.0,64.51,19.4,50.11,73.07,41.37,5.66,5.33,1.12,1.12,0.42,0.42,3.38,3.38,2.46
12M 2017,5.32,47.15,13.36,39.11,68.59,61.3,7.74,10.15,1.42,1.44,0.49,0.49,2.7,2.7,5.21
12M 2018,5.66,43.58,19.82,29.42,64.54,46.36,8.37,5.95,0.85,0.65,0.41,0.4,2.09,2.09,4.66
12M 2019,21.51,48.31,27.25,42.57,16.97,17.77,7.56,8.48,0.59,0.59,0.37,0.36,2.14,2.14,4.7
12M 2020,30.0,52.36,29.6,52.76,12.17,24.62,6.97,6.27,0.56,0.56,0.33,0.33,1.52,1.52,4.89
12M 2021,15.59,49.16,25.27,39.48,23.41,25.83,7.43,7.18,0.75,0.75,0.4,0.38,1.25,1.25,6.18
12M 2022,15.86,60.19,31.98,44.07,23.02,28.55,6.06,4.07,0.8,0.8,0.38,0.37,1.04,1.04,7.2
12M 2023,11.26,65.11,32.74,43.63,32.4,114.63,5.61,5.59,0.75,0.75,0.34,0.34,0.87,0.87,9.53
12M 2024,21.76,74.63,28.08,68.31,16.77,13.23,4.89,4.43,0.87,0.88,0.35,0.34,0.71,0.71,10.5
