Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.64,1.39,0.28,1.54,0.0,0.0,-0.04,0.18,0.54
12M 2009,1.41,1.13,0.06,1.27,0.0,0.0,-0.12,0.05,0.27
12M 2010,2.39,1.97,0.0,1.22,0.0,0.0,-0.25,0.0,0.22
12M 2011,4.83,4.14,0.0,1.16,0.0,0.0,-0.35,0.0,0.16
12M 2012,3.27,2.46,0.0,1.2,0.0,0.0,-0.29,0.0,0.2
12M 2013,2.49,2.02,0.0,1.21,0.0,0.0,-0.21,0.0,0.21
12M 2014,2.49,1.98,0.0,1.2,0.0,0.0,-0.19,0.0,0.2
12M 2015,2.22,1.52,0.0,1.21,0.0,0.0,-0.1,0.0,0.21
12M 2016,2.46,1.73,0.0,1.24,0.0,0.0,-0.15,0.0,0.24
12M 2017,5.21,4.47,0.0,1.2,0.0,0.0,-0.2,0.0,0.2
12M 2018,4.66,3.73,0.0,1.21,0.0,0.0,-0.2,0.0,0.2
12M 2019,4.7,3.96,0.0,1.2,0.0,0.0,-0.13,0.0,0.2
12M 2020,4.89,4.28,0.0,1.18,0.0,0.0,-0.21,0.0,0.18
12M 2021,6.18,5.66,0.0,1.17,0.0,0.0,-0.33,0.0,0.17
12M 2022,7.2,6.28,0.0,1.14,0.0,0.0,-0.35,0.0,0.14
12M 2023,9.53,8.76,0.0,1.1,0.0,0.0,-0.4,0.0,0.1
12M 2024,10.5,9.58,0.0,1.1,0.0,0.0,-0.43,0.0,0.1
