Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,,,,,,,,0.26,,5.01
12M 2009,25.02,0.87,120.41,-94.52,14.59,9.39,419.73,443.67,0.22,0.22,0.17,0.17,6.69,6.69,1.19
12M 2010,22.09,0.72,119.35,-96.54,16.53,14.94,505.85,1011.7,0.24,0.23,0.19,0.19,-10.14,-10.14,0.85
12M 2011,33.88,0.6,122.97,-88.49,10.77,8.79,608.98,608.98,0.25,0.24,0.21,0.2,-217.63,-217.63,0.99
12M 2012,36.75,0.37,139.94,-102.82,9.93,8.48,995.94,,0.26,0.25,0.2,0.19,8.61,8.61,1.22
12M 2013,53.39,0.16,140.13,-86.58,6.84,4.42,2234.15,2234.15,0.3,0.29,0.22,0.21,-15.57,-15.57,0.92
12M 2014,55.36,0.07,132.04,-76.61,6.59,6.59,5205.03,5205.03,0.35,0.34,0.25,0.24,6.76,6.76,1.3
12M 2015,42.56,3.54,219.81,-173.71,8.58,7.68,103.2,57.79,0.71,0.71,0.23,0.22,2.87,2.87,1.79
12M 2016,29.7,3.02,110.77,-78.05,12.29,5.36,120.76,,25.51,22.75,0.22,0.21,17.33,17.33,1.09
12M 2017,33.36,,72.5,-39.14,10.94,5.51,,,0.83,0.82,0.24,0.23,6.52,6.52,1.37
12M 2018,44.94,,115.23,-70.29,8.12,6.09,,,0.41,0.37,0.28,0.26,-2.37,-2.37,0.48
12M 2019,61.32,,134.35,-73.03,5.95,5.23,,,0.36,0.35,0.25,0.24,-3.09,-3.09,0.54
12M 2020,63.43,,103.57,-40.14,5.75,6.15,,,0.35,0.33,0.24,0.22,-1.76,-1.76,0.42
12M 2021,72.1,,82.4,-10.3,5.06,5.12,,,0.31,0.3,0.17,0.15,-0.6,-0.6,0.34
12M 2022,78.21,,85.22,-7.01,4.67,5.12,,,0.31,0.3,0.17,0.17,-1.02,-1.02,0.25
12M 2023,87.74,0.75,105.86,-17.37,4.16,3.81,484.18,245.36,0.3,0.29,0.18,0.17,-0.59,-0.59,0.18
12M 2024,91.41,1.39,101.16,-8.36,3.99,4.41,261.93,273.29,0.29,0.27,0.17,0.16,-0.84,-0.84,0.25
