Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.00 B,-961416.65,-0.00,0.00,,-8.03%,-91.60%,-12.62%,-3.89
12M 2009,0.98 B,601.49,0.00,0.00,,8.57%,52.85%,18.91%,2.37
12M 2010,1.02 B,98.02,132.12,9.75,,1.35%,8.16%,14.41%,1.15
12M 2011,1.02 B,278.24,35.94,6.18,,3.31%,18.69%,12.06%,1.93
12M 2012,1.02 B,339.94,66.78,10.22,,2.56%,10.15%,9.80%,1.84
12M 2013,10.20 B,16.52,166.46,8.78,,1.08%,4.62%,6.08%,1.41
12M 2014,10.20 B,82.39,50.37,10.31,,4.88%,17.97%,0.00%,2.41
12M 2015,10.20 B,289.96,16.38,10.84,,13.81%,38.52%,26.03%,8.01
12M 2016,10.20 B,297.92,12.02,7.23,,12.15%,28.39%,0.00%,6.46
12M 2017,10.20 B,205.84,19.43,7.65,,11.19%,29.57%,17.89%,4.98
12M 2018,51.01 B,43.13,16.00,6.00,"4,904.44 B",9.58%,27.39%,21.82%,4.35
12M 2019,51.01 B,45.91,17.53,6.36,"5,277.31 B",8.47%,26.84%,19.02%,4.10
12M 2020,51.01 B,55.59,17.27,6.58,"6,210.64 B",8.28%,27.93%,18.22%,3.80
12M 2021,51.01 B,67.18,16.75,6.65,"7,256.37 B",5.21%,28.49%,15.21%,3.94
12M 2022,51.01 B,67.47,16.30,5.08,"9,134.32 B",5.24%,23.90%,14.35%,2.85
12M 2023,51.01 B,63.77,15.52,4.30,"9,784.57 B",4.75%,19.77%,14.57%,2.43
12M 2024,51.01 B,65.38,10.02,2.62,"10,363.65 B",4.29%,17.46%,14.27%,2.32
