Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,5.01,5.0,8.7,11.41,0.0,0.0,6.9,0.76,10.41
12M 2009,1.19,1.19,4.16,6.17,0.0,0.0,3.73,0.67,5.17
12M 2010,0.85,0.84,3.84,6.05,0.0,0.0,3.55,0.64,5.05
12M 2011,0.99,0.99,3.92,5.64,0.0,0.0,3.49,0.69,4.64
12M 2012,1.22,1.22,2.36,3.97,0.0,0.0,2.02,0.59,2.97
12M 2013,0.92,0.91,2.55,4.26,0.0,0.0,2.14,0.6,3.26
12M 2014,1.3,1.3,2.02,3.68,0.0,0.0,1.59,0.55,2.69
12M 2015,1.79,1.78,1.32,2.79,0.0,0.0,0.93,0.47,1.79
12M 2016,1.09,1.09,0.95,2.34,0.0,0.0,0.68,0.41,1.34
12M 2017,1.37,1.37,1.27,2.64,0.0,0.0,0.94,0.48,1.64
12M 2018,0.48,0.48,1.43,2.86,0.0,0.0,1.31,0.5,1.86
12M 2019,0.54,0.54,1.75,3.17,0.0,0.0,1.68,0.55,2.17
12M 2020,0.42,0.42,1.8,3.37,0.0,0.0,1.66,0.53,2.37
12M 2021,0.34,0.34,3.71,5.47,0.0,0.0,3.31,0.68,4.47
12M 2022,0.25,0.25,2.99,4.56,0.0,0.0,2.97,0.66,3.55
12M 2023,0.18,0.18,2.7,4.16,0.0,0.0,2.68,0.65,3.15
12M 2024,0.25,0.25,2.69,4.08,0.0,0.0,2.64,0.66,3.07
