Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2008,314 B,"(1,484 B)","(1,170 B)",-2386766.12
12M 2009,216 B,"(1,388 B)","(1,172 B)",-1195.69
12M 2010,"1,244 B",(544 B),699 B,685.35
12M 2011,"1,572 B","(1,455 B)",117 B,114.43
12M 2012,"1,991 B","(1,348 B)",644 B,631.07
12M 2013,"2,430 B","(1,434 B)",997 B,97.69
12M 2014,"3,337 B","(1,629 B)","1,708 B",167.41
12M 2015,"3,417 B",(690 B),"2,727 B",267.29
12M 2016,"3,833 B","(3,867 B)",(34 B),-3.31
12M 2017,"3,454 B",(741 B),"2,714 B",265.96
12M 2018,"3,621 B","(2,057 B)","1,564 B",30.66
12M 2019,"3,955 B","(4,442 B)",(487 B),-9.54
12M 2020,"5,951 B","(3,929 B)","2,022 B",39.64
12M 2021,"6,196 B","(2,193 B)","4,004 B",78.48
12M 2022,"8,073 B","(4,681 B)","3,392 B",66.49
12M 2023,"8,906 B","(4,564 B)","4,342 B",85.11
12M 2024,"9,340 B","(4,519 B)","4,821 B",94.50
