Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2009,0.15 B,185.55,0.00,0.00,,0.63%,2.17%,1.97%,68.49
12M 2010,20.50 B,13.78,27.94,4.07,,3.74%,7.34%,11.14%,23.83
12M 2011,20.50 B,28.34,12.35,1.88,,5.39%,13.46%,16.69%,7.07
12M 2012,20.50 B,39.59,9.35,1.62,,5.34%,16.15%,15.35%,3.49
12M 2013,20.50 B,41.53,5.18,0.90,,4.33%,14.79%,11.13%,2.96
12M 2014,20.50 B,41.70,8.03,1.30,,3.61%,13.27%,9.52%,2.50
12M 2015,20.50 B,39.46,8.46,1.15,,3.29%,11.88%,8.19%,2.11
12M 2016,20.50 B,30.82,6.81,0.72,,2.46%,8.42%,7.94%,2.09
12M 2017,19.36 B,70.83,2.96,0.58,,4.76%,15.62%,14.30%,3.56
12M 2018,19.36 B,1.53,99.35,0.58,"1,106.99 B",0.10%,0.33%,3.16%,0.80
12M 2019,19.36 B,-0.45,-393.33,0.90,"1,701.46 B",-0.03%,-0.09%,5.65%,1.35
12M 2020,22.70 B,-6.03,-31.18,0.86,"1,403.88 B",-0.45%,-1.60%,3.78%,1.04
12M 2021,22.70 B,-28.65,-4.26,0.65,984.10 B,-2.20%,-8.32%,1.81%,0.42
12M 2022,22.70 B,87.88,1.75,0.40,"3,563.52 B",6.97%,20.76%,13.39%,3.14
12M 2023,22.70 B,47.70,2.70,0.63,"2,363.21 B",3.82%,10.12%,8.78%,2.82
12M 2024,22.70 B,27.92,3.30,0.37,"1,828.31 B",2.43%,5.64%,6.66%,2.04
