Period,Operating Cash Flow (Annual),Capital expenditure (Annual),Free cash flow (Annual),Free cash flow per share (Annual)
12M 2009,(561 B),(455 B),"(1,016 B)",-6771.39
12M 2010,(879 B),(295 B),"(1,173 B)",-57.24
12M 2011,(314 B),(982 B),"(1,296 B)",-63.21
12M 2012,"1,212 B","(1,390 B)",(178 B),-8.70
12M 2013,"1,489 B","(1,446 B)",43 B,2.10
12M 2014,621 B,(825 B),(204 B),-9.95
12M 2015,(475 B),(768 B),"(1,243 B)",-60.64
12M 2016,(524 B),"(1,495 B)","(2,019 B)",-98.49
12M 2017,(739 B),(965 B),"(1,703 B)",-87.95
12M 2018,(806 B),"(1,291 B)","(2,097 B)",-108.30
12M 2019,484 B,(968 B),(483 B),-24.95
12M 2020,959 B,(722 B),237 B,10.42
12M 2021,474 B,(281 B),192 B,8.48
12M 2022,"2,517 B",(119 B),"2,398 B",105.62
12M 2023,989 B,(119 B),870 B,38.31
12M 2024,"1,416 B",(113 B),"1,303 B",57.39
