Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.25,0.61,1.68,4.47,1.56,0.35,1.13,0.38,3.29
12M 2009,0.87,0.25,1.3,3.43,0.0,0.0,1.0,0.38,2.34
12M 2010,1.4,0.74,0.51,1.96,0.0,0.0,0.02,0.26,0.89
12M 2011,1.21,0.75,0.79,2.5,0.0,0.0,0.37,0.32,1.33
12M 2012,1.56,1.16,0.89,3.02,0.0,0.0,0.45,0.3,1.76
12M 2013,1.68,1.11,0.95,3.42,0.0,0.0,0.4,0.28,2.17
12M 2014,1.83,1.14,1.01,3.68,0.0,0.0,0.33,0.27,2.36
12M 2015,1.39,0.76,0.93,3.61,0.0,0.0,0.5,0.26,2.27
12M 2016,1.07,0.46,0.87,3.42,0.0,0.0,0.71,0.25,2.1
12M 2017,1.31,0.79,1.05,3.28,0.0,0.0,0.79,0.32,1.97
12M 2018,1.06,0.58,1.17,3.34,0.0,0.0,1.08,0.35,1.96
12M 2019,1.66,0.91,1.06,3.12,0.0,0.0,0.97,0.34,1.76
12M 2020,1.9,0.7,1.18,3.56,0.0,0.0,1.08,0.33,2.23
12M 2021,1.63,0.57,1.3,3.79,0.0,0.0,1.16,0.0,2.44
12M 2022,1.96,0.71,0.88,2.98,0.0,0.0,0.77,0.3,1.68
12M 2023,1.3,0.43,0.7,2.65,0.0,0.0,0.63,0.27,1.39
12M 2024,2.43,0.87,0.5,2.32,0.0,0.0,0.41,0.22,1.1
