Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2013,0.57,0.56,16.28,20.47,0.0,0.0,6.65,0.8,19.47
12M 2014,2.43,2.4,0.0,1.27,0.0,0.0,-0.53,0.0,0.27
12M 2015,0.38,0.37,0.23,1.66,0.0,0.0,0.17,0.14,0.66
12M 2016,1.96,1.91,0.0,1.17,0.0,0.0,-0.23,0.0,0.17
12M 2017,1.13,1.1,0.32,1.55,0.0,0.0,0.06,0.21,0.55
12M 2018,0.66,0.63,0.23,1.52,0.0,0.0,0.2,0.15,0.52
12M 2019,0.44,0.41,0.3,1.54,0.0,0.0,0.23,0.19,0.54
12M 2020,0.17,0.14,0.77,3.06,0.0,0.0,0.7,0.25,2.06
12M 2021,0.23,0.21,1.52,4.52,0.0,0.0,1.25,0.34,3.52
12M 2022,0.5,0.47,1.7,4.82,0.0,0.0,1.2,0.35,3.82
12M 2023,0.28,0.27,1.48,4.67,0.0,0.0,1.1,0.32,3.67
12M 2024,0.25,0.23,1.3,4.76,0.0,0.0,1.03,0.27,3.76
