Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2013,0.16 B,-74.69,-0.00,0.00,,-1.92%,-39.38%,-49.19%,-2.32
12M 2014,0.34 B,-94.04,-30.84,2.94,,-4.85%,-6.17%,-18.07%,-23.24
12M 2015,0.34 B,-106.91,-42.09,3.80,,-4.52%,-7.48%,-7.43%,-17.69
12M 2016,0.44 B,-35.48,-242.39,6.54,,-1.19%,-1.39%,-2.30%,-1.50
12M 2017,0.44 B,28.47,354.76,5.20,,0.71%,1.11%,1.57%,2.43
12M 2018,0.87 B,40.31,116.60,3.47,270.80 B,2.00%,3.04%,6.28%,3.64
12M 2019,0.87 B,95.36,31.46,1.85,351.53 B,4.35%,6.70%,11.03%,8.74
12M 2020,0.87 B,-510.14,-5.86,10.21,(34.24 B),-18.32%,-55.98%,-20.48%,-2.41
12M 2021,0.87 B,-303.35,-11.11,10.34,10.37 B,-11.03%,-49.86%,-13.91%,-1.62
12M 2022,0.87 B,-67.36,-47.36,2.63,284.07 B,-2.58%,-12.45%,6.89%,0.76
12M 2023,0.87 B,-15.62,-135.08,1.74,272.84 B,-0.64%,-2.98%,8.23%,0.88
12M 2024,0.87 B,-81.55,-24.52,1.49,280.54 B,-3.86%,-18.39%,12.15%,1.08
