Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2013,,,,,,,,,,,,,-1.17,,0.57
12M 2014,8.97,8.89,47.03,-29.17,40.68,41.23,41.04,36.81,1.21,1.18,0.52,0.51,1.76,1.76,2.43
12M 2015,9.82,9.61,62.78,-43.35,37.18,36.92,37.99,35.17,0.89,0.74,0.55,0.55,-2.08,-2.08,0.38
12M 2016,9.32,9.68,64.99,-45.99,39.15,43.07,37.71,28.87,0.8,0.73,0.55,0.44,3.34,3.34,1.96
12M 2017,25.44,6.27,43.72,-12.01,14.35,14.49,58.18,55.11,0.84,0.76,0.56,0.55,17.57,17.57,1.13
12M 2018,38.59,5.45,40.88,3.16,9.46,8.31,66.97,62.98,0.94,0.91,0.68,0.69,-9.42,-9.42,0.66
12M 2019,39.08,7.06,34.81,11.33,9.34,9.64,51.69,45.19,2.11,,0.77,0.75,-3.85,-3.85,0.44
12M 2020,139.9,25.42,51.73,113.59,2.61,5.61,14.36,14.18,,,0.12,0.1,-0.35,-0.35,0.17
12M 2021,54.53,25.29,11.09,68.73,6.69,7.22,14.43,16.01,,,0.12,0.12,-0.35,-0.35,0.23
12M 2022,15.92,9.69,5.55,20.06,22.92,19.42,37.65,35.58,,,0.45,0.45,-2.94,-2.94,0.5
12M 2023,17.4,10.44,15.34,12.5,20.97,19.5,34.97,37.02,,,0.48,0.5,-1.51,-1.51,0.28
12M 2024,13.82,8.89,19.98,2.73,26.4,32.56,41.05,42.96,,,0.59,0.6,-2.06,-2.06,0.25
