Period,Price to Book Value (Annual),Book Value Per Share (Annual),Price to Tang. Book Value (Annual),Tang. Book Value Per Share (Annual),Short-term Debt (Annual),Long-term Debt (Annual),Total Debt (Annual),Net Debt (Annual),Working capital (Annual)
12M 2013,0.00,189.64,0.00,189.35,505 B,,505 B,206 B,(256 B)
12M 2014,1.90,1524.13,1.90,1524.04,,,,(271 B),189 B
12M 2015,3.15,1428.41,3.15,1427.70,110 B,,110 B,80 B,(192 B)
12M 2016,3.38,2544.99,3.38,2543.87,,,,(261 B),172 B
12M 2017,3.93,2570.82,3.93,2570.82,133 B,227 B,359 B,63 B,48 B
12M 2018,3.54,1327.82,3.54,1327.82,50 B,222 B,271 B,230 B,(126 B)
12M 2019,2.11,1423.23,2.11,1423.23,374 B,,374 B,289 B,(368 B)
12M 2020,3.28,911.21,3.28,911.21,614 B,,614 B,557 B,(735 B)
12M 2021,5.54,608.47,5.54,608.47,738 B,68 B,806 B,663 B,(814 B)
12M 2022,5.89,541.16,5.89,541.16,406 B,396 B,802 B,565 B,(360 B)
12M 2023,4.03,524.11,4.03,524.11,678 B,,678 B,502 B,(704 B)
12M 2024,4.51,443.51,4.51,443.51,471 B,32 B,503 B,400 B,(570 B)
