Period,Share Outstanding,EPS (Annual),PE Ratio (Annual),Price to Sales (Annual),EBITDA (Annual),Return on Assets (Annual),Return on Equity (Annual),Return on Capital Employed (Annual),Interest Coverage (Annual)
12M 2008,0.70 B,3.12,0.00,0.00,,1.76%,2.96%,10.18%,
12M 2009,1.20 B,7.18,32.73,3.81,,5.17%,6.39%,14.01%,
12M 2010,1.20 B,15.52,15.79,3.50,,9.72%,12.14%,17.31%,
12M 2011,1.43 B,1.68,369.05,16.00,,107.63%,1.32%,16.02%,
12M 2012,1.43 B,6.70,37.31,3.41,,2.80%,5.02%,22.66%,4.32
12M 2013,1.43 B,22.64,20.10,3.62,,7.49%,14.51%,18.18%,11.18
12M 2014,1.43 B,20.99,36.68,5.10,,5.08%,12.23%,20.22%,4.17
12M 2015,1.43 B,3.32,256.02,7.12,,0.71%,1.90%,7.57%,1.66
12M 2016,1.43 B,34.47,3.08,0.67,,6.25%,16.44%,13.49%,3.74
12M 2017,1.43 B,36.83,3.39,0.95,,6.24%,14.89%,10.75%,5.34
12M 2018,1.43 B,34.34,2.59,0.63,70.64 B,5.78%,12.19%,10.71%,3.90
12M 2019,1.43 B,15.47,4.14,0.70,24.04 B,2.55%,5.21%,3.43%,8.59
12M 2020,1.43 B,7.92,9.47,1.47,(1.20 B),1.25%,2.60%,-0.67%,-25.42
12M 2021,1.43 B,-1.09,-84.40,2.18,0.83 B,-0.18%,-0.36%,-0.38%,-30.44
12M 2022,1.43 B,10.88,6.25,1.04,14.99 B,1.76%,3.46%,1.56%,151.04
12M 2023,1.43 B,11.44,5.24,0.91,13.85 B,1.80%,3.51%,1.39%,88.89
12M 2024,1.43 B,9.97,5.92,0.84,11.37 B,1.56%,2.98%,1.01%,40.75
