Period,Days Sales Outstanding (Annual),Days Inventory (Annual),Payables Period (Annual),Cash Conversion Cycle (Annual),Receivables Turnover (Annual),Receivables Turnover (TTM),Inventory Turnover (Annual),Inventory Turnover (TTM),Fixed Assets Turnover (Annual),Fixed Assets Turnover (TTM),Asset Turnover (Annual),Asset Turnover (TTM),Working Capital Turnover (Annual),Working Capital Turnover (TTM),Working Capital Ratio (Annual)
12M 2008,,,,,,,,,,,,,0.72,,1.96
12M 2009,75.81,538.11,13.47,600.45,4.81,5.04,0.68,0.77,7.55,7.97,0.51,0.52,1.06,1.06,3.26
12M 2010,64.18,607.52,21.75,649.95,5.69,7.47,0.6,0.54,7.94,7.03,0.47,0.43,1.67,1.67,2.42
12M 2011,30.57,453.14,24.72,458.99,11.94,8.41,0.81,0.75,9.18,8.24,0.57,0.52,-1.1,-1.1,0.0
12M 2012,23.74,249.92,38.26,235.4,15.37,8.53,1.46,0.67,14.01,9.23,0.61,0.32,-3.11,-3.11,0.76
12M 2013,22.04,314.65,32.4,304.29,16.56,17.3,1.16,1.07,11.55,12.91,0.46,0.41,-2.3,-2.3,0.61
12M 2014,15.77,271.15,25.43,261.49,23.14,20.43,1.35,1.33,10.94,9.41,0.42,0.37,-1.08,-1.08,0.36
12M 2015,25.39,515.01,34.39,506.01,14.37,12.64,0.71,0.57,5.92,5.96,0.27,0.26,8.66,8.66,1.1
12M 2016,19.14,514.89,22.89,511.14,19.07,23.07,0.71,0.82,6.48,6.43,0.31,0.32,2.48,2.48,1.56
12M 2017,26.14,632.36,34.66,623.84,13.96,11.65,0.58,0.57,5.37,5.5,0.23,0.22,4.42,4.42,1.19
12M 2018,31.77,410.53,28.85,413.45,11.49,10.65,0.89,1.13,5.89,5.96,0.24,0.24,8.02,8.02,1.12
12M 2019,39.07,898.12,32.72,904.47,9.34,11.18,0.41,0.26,3.82,3.64,0.15,0.15,1.21,1.21,1.38
12M 2020,49.65,2401.23,56.86,2394.02,7.35,7.46,0.15,0.16,1.97,2.01,0.08,0.08,0.49,0.49,1.61
12M 2021,48.57,3822.14,59.85,3810.86,7.51,9.57,0.1,0.09,2.04,2.04,0.07,0.07,0.24,0.24,3.44
12M 2022,20.74,2480.71,20.0,2481.45,17.6,17.38,0.15,0.15,4.53,4.16,0.11,0.11,0.33,0.33,4.47
12M 2023,23.71,2579.18,14.09,2588.8,15.4,15.33,0.14,0.15,3.65,3.28,0.11,0.1,0.32,0.32,4.5
12M 2024,24.75,2204.33,9.43,2219.65,14.75,14.67,0.17,0.17,3.37,3.41,0.11,0.11,0.39,0.39,3.49
