Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.96,0.3,0.09,1.68,0.0,0.0,0.06,0.05,0.68
12M 2009,3.26,1.37,0.1,1.24,0.0,0.0,-0.05,0.08,0.24
12M 2010,2.42,0.32,0.11,1.25,0.0,0.0,0.1,0.09,0.25
12M 2011,0.0,0.0,0.19,0.01,0.0,0.0,0.19,15.28,0.3
12M 2012,0.76,0.16,0.18,1.79,0.0,0.0,0.17,0.1,0.78
12M 2013,0.61,0.18,0.09,1.94,0.0,0.0,0.05,0.05,0.93
12M 2014,0.36,0.11,0.54,2.41,0.0,0.0,0.51,0.22,1.39
12M 2015,1.1,0.21,0.46,2.69,0.0,0.0,0.44,0.17,1.67
12M 2016,1.56,0.82,0.32,2.63,0.0,0.0,0.29,0.12,1.61
12M 2017,1.19,0.63,0.26,2.38,0.0,0.0,0.25,0.11,1.37
12M 2018,1.12,0.75,0.23,2.11,0.0,0.0,0.2,0.11,1.09
12M 2019,1.38,0.51,0.26,2.04,0.0,0.0,0.24,0.13,1.02
12M 2020,1.61,0.59,0.24,2.08,0.0,0.0,0.22,0.11,1.06
12M 2021,3.44,0.54,0.0,2.04,0.0,0.0,-0.03,0.0,1.01
12M 2022,4.47,0.64,0.0,1.96,0.0,0.0,-0.02,0.0,0.93
12M 2023,4.5,0.77,0.06,1.95,0.0,0.0,0.01,0.03,0.92
12M 2024,3.49,0.61,0.04,1.91,0.0,0.0,-0.0,0.02,0.88
