Period,Current Ratio (Annual),Quick Ratio (Annual),Debt to Equity Ratio (Annual),Financial Leverage (Annual),LT Debt/Equity (Annual),LT Debt/Total Assets (Annual),Net Debt/Total Equity (Annual),Total Debt/Total Assets (Annual),Total Liabilities/Equity (Annual)
12M 2008,1.52,1.45,0.51,1.89,0.0,0.0,0.49,0.27,0.89
12M 2009,1.85,1.74,0.46,1.72,0.0,0.0,0.39,0.27,0.72
12M 2010,1.81,1.52,0.68,1.98,0.0,0.0,0.47,0.34,0.98
12M 2011,3.3,3.07,0.26,1.59,0.0,0.0,-0.33,0.17,0.46
12M 2012,3.6,3.27,0.18,1.5,0.0,0.0,-0.13,0.12,0.37
12M 2013,2.06,1.78,0.2,1.54,0.0,0.0,-0.03,0.13,0.43
12M 2014,1.9,1.7,0.4,1.73,0.0,0.0,0.25,0.23,0.62
12M 2015,1.53,1.38,0.74,2.09,0.0,0.0,0.55,0.35,0.99
12M 2016,1.75,1.62,0.59,1.9,0.0,0.0,0.46,0.31,0.81
12M 2017,1.66,1.49,0.65,2.07,0.0,0.0,0.46,0.32,0.97
12M 2018,1.22,1.1,0.87,2.45,0.0,0.0,0.71,0.36,1.35
12M 2019,1.3,1.2,0.93,2.5,0.0,0.0,0.71,0.37,1.4
12M 2020,1.55,1.43,0.54,2.13,0.0,0.0,0.09,0.25,0.96
12M 2021,1.7,1.58,0.42,1.97,0.0,0.0,0.07,0.21,0.82
12M 2022,1.36,1.19,0.79,3.13,0.0,0.0,0.27,0.25,1.66
12M 2023,1.67,1.55,0.58,2.21,0.0,0.0,0.14,0.26,0.97
12M 2024,2.33,2.19,0.76,2.3,0.0,0.0,0.21,0.33,1.09
